Log,mixer_temperature_outlet,ac_flowrate,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_torque_M2,cp_pressure,mixer_speed_M1,mixer_motor_temperature_M1,cp_flowrate,mixer_speed_M2,mixer_motor_temperature_M2,mixer_torque_M1,Time
224,24.0,159.0,23.2,24.0,0.295,2.605,0.74,119.547,21.6,3.0,119.547,23.8,2.908,10:53:41.119
225,24.0,159.0,23.2,24.0,0.284,3.474,0.681,119.435,21.3,3.0,119.435,24.1,2.681,10:53:42.245
226,23.9,159.0,23.2,24.0,0.286,4.078,0.751,119.957,22.0,3.0,119.957,23.8,2.454,10:53:43.374
227,26.0,159.0,24.7,22.6,0.273,3.512,0.696,119.794,22.3,3.0,119.794,24.5,3.172,10:53:44.491
228,26.0,159.0,24.7,22.6,0.284,2.794,0.678,120.206,21.8,3.0,120.206,23.8,2.908,10:53:45.627
229,24.0,159.0,23.2,22.6,0.251,4.229,0.729,119.663,21.3,3.0,119.663,24.1,3.134,10:53:46.745
230,24.0,159.0,23.2,24.0,0.276,3.21,0.692,120.365,21.8,3.0,120.365,24.3,2.643,10:53:47.864
231,24.0,159.0,23.2,22.6,0.278,3.436,0.702,119.824,22.0,3.0,119.824,23.8,3.474,10:53:48.987
232,26.1,159.0,23.2,22.6,0.309,2.87,0.71,120.227,21.8,3.0,120.227,23.8,2.87,10:53:50.103
233,24.0,159.0,23.2,24.0,0.275,3.776,0.656,119.751,21.3,3.0,119.751,24.3,3.323,10:53:51.220
234,24.0,159.0,23.2,24.0,0.273,3.814,0.736,120.384,21.3,3.0,120.384,24.1,3.474,10:53:52.346
235,24.0,159.0,23.2,22.6,0.303,4.154,0.745,119.815,21.8,3.0,119.815,23.8,2.87,10:53:53.468
236,24.0,159.0,24.7,22.6,0.269,2.983,0.654,120.346,20.9,3.0,120.346,24.3,3.021,10:53:54.589
237,26.0,159.0,23.3,22.6,0.286,3.549,0.686,119.672,21.6,3.0,119.672,24.3,2.341,10:53:55.721
238,26.1,159.0,23.3,22.6,0.298,3.663,0.71,121.075,21.8,3.0,120.771,24.8,3.398,10:53:56.844
239,24.0,159.0,23.3,22.6,0.291,4.116,0.654,119.894,21.6,3.0,119.894,24.1,2.756,10:53:57.959
240,24.0,159.0,24.7,22.6,0.291,3.21,0.74,120.357,22.7,3.0,120.357,24.1,3.512,10:53:59.082
241,26.0,159.0,23.3,22.6,0.278,3.814,0.735,119.923,21.3,3.0,119.923,23.8,2.983,10:54:00.200
242,26.0,159.0,23.3,22.6,0.269,3.965,0.649,120.35,21.8,3.0,120.35,24.1,2.945,10:54:01.325
243,26.1,159.0,23.3,24.0,0.281,3.927,0.721,119.712,21.3,3.0,119.712,24.3,3.059,10:54:02.461
244,24.0,159.0,23.3,24.0,0.281,3.21,0.702,120.094,21.6,3.0,120.094,23.8,3.549,10:54:03.584
245,24.0,159.0,23.3,22.6,0.28,3.776,0.638,119.674,21.3,3.0,119.674,24.3,2.568,10:54:04.721
246,24.0,159.0,23.3,22.6,0.276,2.908,0.698,120.37,21.8,3.0,120.37,24.3,3.172,10:54:05.855
247,24.0,159.0,23.3,24.1,0.28,3.512,0.688,119.721,22.3,3.0,119.721,24.1,3.323,10:54:07.010
248,24.0,159.0,23.3,22.6,0.273,3.323,0.656,120.393,21.8,3.0,120.393,24.3,2.832,10:54:08.128
249,24.0,159.0,24.7,22.6,0.299,3.814,0.74,119.728,21.6,3.0,119.728,24.3,2.492,10:54:09.251
250,26.1,159.0,23.3,22.6,0.288,3.021,0.673,119.819,21.3,3.0,119.819,24.8,3.172,10:54:10.369
251,24.0,159.0,23.3,24.1,0.303,3.436,0.707,119.873,21.3,3.0,119.873,24.3,2.794,10:54:11.488
252,24.0,159.0,23.3,22.6,0.284,2.53,0.754,120.292,22.3,3.0,120.292,23.8,2.945,10:54:12.606
253,24.0,159.0,23.3,22.6,0.281,3.7,0.697,119.815,21.8,3.0,119.815,23.8,2.756,10:54:13.758
254,24.0,159.0,24.8,22.6,0.299,3.776,0.707,119.807,22.0,3.0,119.807,24.3,2.983,10:54:14.879
255,24.0,159.0,24.8,22.6,0.293,3.323,0.745,119.729,22.0,3.0,119.729,24.1,2.53,10:54:16.009
256,24.0,159.0,24.8,22.7,0.275,4.154,0.651,119.996,22.3,3.0,119.996,24.3,2.908,10:54:17.146
257,24.0,159.0,24.8,22.6,0.283,3.361,0.715,119.976,21.8,3.0,119.976,24.3,2.87,10:54:18.285
258,26.1,159.0,23.3,24.1,0.293,3.625,0.702,119.734,22.3,3.0,119.734,24.8,3.587,10:54:19.402
259,24.0,159.0,23.3,22.6,0.278,4.04,0.691,119.837,21.8,3.0,119.837,24.5,3.474,10:54:20.518
260,24.0,159.0,24.8,22.7,0.281,4.116,0.731,119.924,23.4,3.0,119.924,24.8,3.096,10:54:21.639
261,24.0,159.0,24.8,22.7,0.27,4.154,0.702,119.607,21.6,3.0,119.607,24.8,2.945,10:54:22.764
262,24.0,159.0,23.3,22.6,0.27,4.078,0.658,119.635,22.3,3.0,119.635,24.3,2.794,10:54:23.889
263,26.1,159.0,23.3,24.1,0.27,3.663,0.73,119.66,22.5,3.0,119.66,24.5,2.794,10:54:25.007
264,26.1,159.0,23.3,24.1,0.283,3.059,0.712,119.992,21.8,3.0,119.992,24.3,2.832,10:54:26.128
265,24.0,159.0,24.8,22.7,0.308,3.965,0.659,119.715,21.8,3.0,119.715,24.3,2.87,10:54:27.246
266,24.0,159.0,24.8,22.7,0.304,3.512,0.73,119.736,22.3,3.0,119.736,24.3,2.983,10:54:28.372
267,24.0,159.0,23.3,22.7,0.271,3.285,0.682,119.746,21.3,3.0,119.746,24.3,2.643,10:54:29.493
268,26.1,159.0,23.3,24.1,0.259,2.719,0.679,119.865,22.0,3.0,119.865,25.0,2.492,10:54:30.630
269,26.1,159.0,23.3,24.1,0.276,4.305,0.729,119.502,21.8,3.0,119.502,24.5,2.568,10:54:31.754
270,24.0,159.0,23.3,22.7,0.289,4.456,0.712,119.933,21.8,3.0,119.933,24.3,3.474,10:54:32.874
271,24.0,159.0,24.8,22.7,0.286,2.908,0.71,119.673,22.0,3.0,119.673,25.0,3.474,10:54:33.997
272,24.0,159.0,23.3,22.7,0.275,2.568,0.735,119.561,21.3,3.0,119.561,25.0,3.625,10:54:35.118
273,26.1,159.0,23.3,24.1,0.273,3.398,0.676,119.387,21.8,3.0,119.387,24.1,2.605,10:54:36.235
274,26.1,159.0,23.3,24.1,0.266,3.7,0.725,119.534,21.8,3.0,119.534,24.5,2.983,10:54:37.372
275,24.1,159.0,23.3,22.7,0.291,3.852,0.74,119.711,21.6,3.0,119.711,24.5,2.417,10:54:38.494
276,24.1,159.0,24.8,22.7,0.273,2.53,0.693,119.939,22.5,3.0,119.939,24.3,3.172,10:54:39.617
277,24.1,159.0,23.3,22.7,0.27,3.285,0.715,119.832,22.5,3.0,119.832,24.3,2.794,10:54:40.737
278,26.1,159.0,23.3,24.1,0.28,3.398,0.754,120.484,22.3,3.0,120.484,24.3,2.832,10:54:41.857
279,26.2,159.0,23.3,22.7,0.288,3.927,0.658,120.071,22.0,3.0,120.071,24.3,3.323,10:54:42.974
280,26.2,159.0,23.3,22.7,0.319,2.53,0.73,120.234,21.1,3.0,120.234,24.5,2.568,10:54:44.112
281,24.1,159.0,24.8,22.7,0.275,3.096,0.731,119.846,22.0,3.0,119.846,24.5,3.059,10:54:45.233
282,24.1,159.0,23.3,22.7,0.276,3.021,0.676,119.916,22.3,3.0,119.916,24.8,3.172,10:54:46.366
283,24.1,159.0,23.4,22.7,0.303,3.361,0.706,119.788,21.8,3.0,119.788,24.8,2.87,10:54:47.491
284,26.1,159.0,23.3,24.1,0.31,2.794,0.687,120.07,22.3,3.0,120.07,24.5,3.247,10:54:48.609
285,24.1,159.0,23.3,22.7,0.264,3.361,0.653,119.92,21.8,3.0,119.92,25.0,2.832,10:54:49.729
286,24.1,159.0,24.8,22.7,0.305,3.7,0.717,120.312,22.0,3.0,120.312,24.5,3.134,10:54:50.850
287,24.1,159.0,23.4,22.7,0.293,4.267,0.698,119.925,21.8,3.0,119.925,25.0,3.021,10:54:51.966
288,26.1,159.0,23.4,24.1,0.288,2.908,0.714,120.537,22.0,3.0,120.537,24.5,3.663,10:54:53.087
289,26.1,159.0,23.4,24.1,0.27,3.247,0.726,119.863,22.0,3.0,119.863,24.5,3.134,10:54:54.226
290,26.1,159.0,23.4,22.7,0.27,3.776,0.66,121.071,21.6,3.0,121.071,24.1,3.285,10:54:55.347
291,24.1,159.0,24.8,22.7,0.284,3.663,0.679,119.958,21.6,3.0,119.958,24.3,3.059,10:54:56.469
292,24.1,159.0,23.4,22.7,0.295,3.285,0.736,120.284,22.3,3.0,120.284,24.5,3.398,10:54:57.590
293,24.1,159.0,23.4,22.7,0.269,3.096,0.691,119.67,22.0,3.0,119.67,24.3,2.719,10:54:58.730
294,24.1,159.0,23.4,24.1,0.3,3.512,0.674,120.12,22.3,3.0,120.12,24.5,3.776,10:54:59.851
295,26.2,159.0,23.4,24.1,0.3,3.549,0.712,119.683,22.0,3.0,119.683,25.0,3.852,10:55:00.972
296,26.2,159.0,23.4,22.7,0.271,3.134,0.663,120.594,22.0,3.0,120.594,24.8,2.794,10:55:02.093
297,24.1,159.0,24.8,22.7,0.278,3.323,0.735,119.912,21.8,3.0,119.912,25.0,2.53,10:55:03.212
298,24.1,159.0,23.4,24.2,0.284,3.436,0.746,120.157,22.9,3.0,120.157,25.0,2.794,10:55:04.327
299,24.1,159.0,23.4,24.2,0.269,3.776,0.682,119.943,22.5,3.0,119.943,25.0,3.059,10:55:05.452
300,26.2,159.0,23.4,22.7,0.273,3.361,0.717,120.218,22.5,3.0,120.218,24.5,3.21,10:55:06.586
301,24.1,159.0,24.8,22.7,0.271,3.21,0.72,119.646,22.3,3.0,119.646,24.3,2.87,10:55:07.699
302,24.1,159.0,23.4,22.7,0.261,3.814,0.671,119.926,21.6,3.0,119.926,24.8,3.512,10:55:08.821
303,24.1,159.0,23.4,24.1,0.288,4.04,0.715,120.12,21.8,3.0,120.12,24.8,3.436,10:55:09.938
304,24.1,159.0,23.4,24.2,0.284,2.719,0.729,119.859,21.8,3.0,119.859,25.0,2.794,10:55:11.061
305,26.2,159.0,23.4,22.7,0.261,3.059,0.671,119.625,22.3,3.0,119.625,25.0,2.341,10:55:12.185
306,26.2,159.0,23.4,22.7,0.284,3.398,0.745,119.634,22.9,3.0,119.634,24.8,2.681,10:55:13.327
307,24.1,159.0,24.8,22.7,0.289,4.342,0.673,120.176,22.5,3.0,120.176,24.5,3.285,10:55:14.449
308,24.1,159.0,23.4,22.7,0.276,2.87,0.688,119.961,22.3,3.0,119.961,24.3,2.53,10:55:15.565
309,24.1,159.0,23.4,22.7,0.281,4.154,0.773,119.727,21.8,3.0,119.727,25.0,3.323,10:55:16.715
310,24.1,159.0,23.4,24.2,0.269,3.889,0.715,120.954,22.3,3.0,120.954,25.0,3.021,10:55:17.835
311,26.2,159.0,23.4,22.8,0.286,3.7,0.692,119.827,21.8,3.0,119.827,25.0,2.379,10:55:18.956
312,26.2,159.0,24.8,22.7,0.303,2.756,0.731,120.263,21.8,3.0,120.263,24.5,2.643,10:55:20.076
313,26.2,159.0,24.8,22.8,0.275,3.663,0.668,119.838,22.3,3.0,119.838,24.8,2.568,10:55:21.212
314,26.2,159.0,24.8,22.8,0.291,3.247,0.73,120.234,22.5,3.0,120.234,25.0,3.436,10:55:22.336
315,24.1,159.0,23.4,24.2,0.308,4.305,0.753,119.952,22.3,3.0,119.952,24.8,2.417,10:55:23.453
316,24.1,159.0,23.4,22.8,0.276,3.021,0.688,120.183,22.3,3.0,120.183,24.5,4.078,10:55:24.580
317,24.1,159.0,23.4,22.8,0.284,3.323,0.709,119.612,22.0,3.0,119.612,25.0,2.719,10:55:25.715
318,26.2,159.0,24.8,22.8,0.288,3.436,0.729,120.31,22.9,3.0,120.31,25.0,3.021,10:55:26.837
319,26.2,159.0,24.8,22.8,0.284,3.927,0.668,119.906,22.7,3.0,119.906,25.0,3.285,10:55:27.974
320,24.1,159.0,24.8,22.8,0.276,2.454,0.714,120.096,22.3,3.0,120.096,24.3,3.096,10:55:29.108
321,24.1,159.0,24.8,22.8,0.245,3.587,0.729,119.866,22.3,3.0,119.866,24.3,2.417,10:55:30.246
322,24.1,159.0,23.4,22.8,0.278,4.04,0.658,119.931,22.5,3.0,119.931,25.0,3.096,10:55:31.383
323,24.1,159.0,23.4,22.8,0.284,3.625,0.743,119.796,22.7,3.0,119.796,25.2,3.247,10:55:32.510
324,24.1,159.0,23.4,24.2,0.256,3.134,0.701,119.661,22.9,3.0,119.661,25.0,2.756,10:55:33.630
325,24.2,159.0,23.4,22.8,0.273,3.7,0.656,119.876,22.0,3.0,119.876,25.0,3.172,10:55:34.751
326,26.2,159.0,24.9,22.8,0.313,3.436,0.734,119.751,22.9,3.0,119.694,25.0,2.794,10:55:35.870
327,26.2,159.0,24.9,22.8,0.294,3.059,0.712,119.849,22.3,3.0,119.849,24.3,3.021,10:55:37.003
328,24.1,159.0,23.4,22.8,0.269,2.756,0.696,120.177,22.0,3.0,120.177,25.0,3.059,10:55:38.126
329,24.2,159.0,23.4,24.2,0.288,3.096,0.726,119.745,22.9,3.0,119.745,25.4,2.719,10:55:39.244
330,24.1,159.0,23.4,22.8,0.283,2.983,0.681,120.053,21.8,3.0,120.053,25.0,3.134,10:55:40.361
331,26.2,159.0,24.8,22.8,0.276,3.474,0.724,119.808,22.5,3.0,119.808,25.0,3.059,10:55:41.499
332,26.2,159.0,23.4,22.8,0.291,2.605,0.739,120.041,22.3,3.0,120.041,25.0,3.323,10:55:42.619
333,24.1,159.0,23.4,22.8,0.26,3.247,0.669,119.727,22.3,3.0,119.727,24.8,2.454,10:55:43.744
334,24.1,159.0,23.4,24.2,0.275,3.512,0.703,120.039,22.3,3.0,120.039,24.8,3.21,10:55:44.870
335,24.2,159.0,23.4,24.2,0.286,2.983,0.739,119.781,22.5,3.0,119.781,25.0,2.794,10:55:45.994
336,24.2,159.0,23.4,22.8,0.284,2.341,0.669,120.107,23.2,3.0,120.107,25.2,2.794,10:55:47.118
337,24.2,159.0,23.4,22.8,0.288,3.398,0.709,119.554,22.3,3.0,119.554,25.4,2.53,10:55:48.249
338,24.2,159.0,23.4,22.8,0.275,3.474,0.764,120.077,22.3,3.0,120.077,25.0,2.681,10:55:49.366
339,24.2,159.0,23.4,24.2,0.284,3.512,0.679,119.628,22.7,3.0,119.628,25.4,3.134,10:55:50.487
340,24.2,159.0,23.4,22.8,0.269,2.983,0.736,120.042,22.5,3.0,120.042,25.2,3.059,10:55:51.608
341,26.2,159.0,24.8,22.8,0.281,3.361,0.726,119.857,21.8,3.0,119.857,25.0,3.323,10:55:52.729
342,26.2,159.0,24.8,22.8,0.286,3.474,0.668,120.009,22.5,3.0,120.009,25.2,3.21,10:55:53.848
343,26.3,159.0,23.4,22.8,0.295,3.549,0.709,119.78,22.0,3.0,119.78,25.0,3.436,10:55:54.964
344,24.2,159.0,23.4,24.2,0.278,2.643,0.72,120.041,22.9,3.0,120.041,25.0,3.21,10:55:56.100
345,24.2,159.0,23.4,24.2,0.26,4.38,0.664,119.736,22.7,3.0,119.736,25.0,2.379,10:55:57.223
346,24.2,159.0,24.8,22.8,0.291,3.965,0.754,120.725,23.6,3.0,120.725,25.0,3.172,10:55:58.341
347,26.3,159.0,23.4,22.8,0.288,3.927,0.686,119.839,21.6,3.0,119.839,25.7,3.361,10:55:59.462
348,26.2,159.0,23.4,22.8,0.281,2.756,0.681,119.332,22.3,3.0,119.332,25.4,4.342,10:56:00.599
349,24.2,159.0,23.4,24.2,0.261,3.096,0.748,119.364,22.7,3.0,119.364,24.8,3.361,10:56:01.720
350,24.2,159.0,23.4,24.2,0.295,3.323,0.692,120.46,21.8,3.0,120.46,25.0,3.172,10:56:02.840
351,24.2,159.0,23.4,22.8,0.305,3.663,0.667,120.132,22.7,3.0,120.132,25.2,3.134,10:56:03.961
352,24.2,159.0,23.4,22.8,0.271,2.87,0.731,120.366,22.3,3.0,120.366,25.2,3.172,10:56:05.102
353,26.3,159.0,24.8,22.8,0.269,3.096,0.692,119.717,21.8,3.0,119.717,25.4,2.832,10:56:06.222
354,24.2,159.0,23.4,22.8,0.308,4.078,0.734,120.824,22.9,3.0,120.824,25.0,3.852,10:56:07.348
355,24.2,159.0,23.4,24.2,0.293,3.738,0.767,119.821,21.8,3.0,119.821,25.2,3.361,10:56:08.467
356,24.2,159.0,23.4,22.8,0.286,3.021,0.686,120.239,22.0,3.0,120.239,25.2,2.681,10:56:09.618
357,24.2,159.0,23.4,24.2,0.269,3.7,0.707,119.377,22.9,3.0,119.377,25.2,2.681,10:56:10.741
358,24.2,159.0,23.4,22.8,0.299,3.549,0.697,119.806,22.3,3.0,119.806,25.2,2.945,10:56:11.866
359,24.2,159.0,24.8,22.8,0.299,3.7,0.678,119.63,22.7,3.0,119.63,25.2,3.21,10:56:12.989
360,26.3,159.0,24.8,22.8,0.309,3.096,0.776,120.114,22.7,3.0,120.114,25.4,2.983,10:56:14.125
361,26.3,159.0,23.3,22.8,0.283,3.096,0.72,119.838,22.5,3.0,119.838,25.0,2.832,10:56:15.247
362,26.3,159.0,23.4,22.8,0.283,3.814,0.651,120.597,22.3,3.0,120.597,25.4,2.794,10:56:16.385
363,24.2,159.0,23.4,24.2,0.293,3.7,0.72,119.872,22.9,3.0,119.872,25.4,4.229,10:56:17.515
364,24.2,159.0,23.4,24.2,0.281,3.512,0.671,119.483,22.0,3.0,119.483,25.0,4.607,10:56:18.640
365,24.2,159.0,23.4,22.8,0.293,4.456,0.656,119.651,22.3,3.0,119.651,25.4,3.21,10:56:19.762
366,24.2,159.0,23.4,22.8,0.322,4.04,0.712,119.979,22.0,3.0,119.979,25.0,3.7,10:56:20.900
367,24.2,159.0,24.8,22.8,0.298,3.738,0.702,119.763,21.8,3.0,119.763,25.4,3.663,10:56:22.020
368,26.3,159.0,23.3,22.8,0.26,3.625,0.664,120.144,22.9,3.0,120.144,25.4,2.681,10:56:23.148
369,24.2,159.0,23.4,24.2,0.261,4.191,0.736,119.796,22.7,3.0,119.796,25.2,3.474,10:56:24.266
370,24.2,159.0,23.4,22.8,0.283,4.003,0.679,119.876,22.9,3.0,119.876,25.7,2.719,10:56:25.385
371,24.2,159.0,23.3,22.8,0.288,3.965,0.707,119.926,22.9,3.0,119.926,25.2,3.7,10:56:26.521
372,24.2,159.0,23.4,24.2,0.264,3.549,0.763,120.033,22.5,3.0,120.033,25.4,2.379,10:56:27.653
373,24.2,159.0,24.8,22.8,0.281,4.342,0.681,119.541,22.7,3.0,119.541,25.4,4.342,10:56:28.774
374,24.2,159.0,24.8,22.8,0.291,3.549,0.696,120.505,22.9,3.0,120.505,25.2,3.247,10:56:29.911
375,26.3,159.0,23.4,22.8,0.28,3.474,0.717,120.09,23.4,3.0,120.09,25.2,3.512,10:56:31.031
376,24.2,159.0,23.4,24.2,0.291,4.682,0.682,120.106,22.7,3.0,120.106,25.4,2.945,10:56:32.167
377,24.2,159.0,23.4,24.2,0.284,3.247,0.734,122.629,22.5,3.0,122.629,25.4,3.776,10:56:33.304
378,24.2,159.0,23.3,24.2,0.288,4.191,0.745,119.979,22.3,3.0,119.979,25.2,3.21,10:56:34.442
379,24.2,159.0,23.4,22.8,0.281,2.417,0.668,120.376,22.9,3.0,120.376,25.4,2.492,10:56:35.560
380,24.2,159.0,23.4,24.2,0.276,3.549,0.701,119.717,22.9,3.0,119.717,25.4,2.454,10:56:36.709
381,24.2,159.0,23.4,22.8,0.286,3.927,0.709,120.362,22.9,3.0,120.362,25.4,3.285,10:56:37.836
382,24.2,159.0,23.4,22.8,0.281,3.436,0.625,119.901,22.9,3.0,119.901,25.4,3.625,10:56:38.967
383,26.3,159.0,23.4,22.8,0.28,3.21,0.762,120.833,22.9,3.0,120.833,25.7,3.096,10:56:40.084
384,26.3,159.0,23.4,22.8,0.281,3.021,0.712,120.561,22.9,3.0,120.561,25.4,2.832,10:56:41.225
385,26.3,159.0,23.4,24.2,0.265,3.436,0.684,120.268,22.3,3.0,120.268,25.4,3.247,10:56:42.346
386,26.3,159.0,23.4,24.2,0.265,3.852,0.731,120.098,23.4,3.0,120.098,25.4,3.361,10:56:43.481
387,24.2,159.0,23.4,22.8,0.273,2.53,0.671,120.154,22.7,3.0,120.154,25.7,3.323,10:56:44.599
388,24.2,159.0,24.8,22.8,0.273,3.474,0.706,119.784,22.7,3.0,119.784,25.0,2.53,10:56:45.717
389,24.2,159.0,23.4,22.8,0.291,3.738,0.772,120.219,22.3,3.0,120.219,25.7,2.87,10:56:46.837
390,26.3,159.0,23.4,24.2,0.298,3.587,0.691,119.972,22.9,3.0,119.972,25.2,2.719,10:56:47.962
391,26.3,159.0,23.4,24.2,0.273,2.719,0.702,119.567,23.2,3.0,119.567,25.2,3.247,10:56:49.102
392,24.2,159.0,23.4,24.2,0.278,3.285,0.715,120.11,22.5,3.0,120.11,25.4,2.908,10:56:50.234
393,24.2,159.0,23.4,22.8,0.303,3.285,0.703,119.964,23.4,3.0,119.964,25.4,2.832,10:56:51.354
394,24.2,159.0,23.4,22.8,0.281,3.21,0.759,119.752,22.9,3.0,119.752,25.2,3.134,10:56:52.502
395,24.2,159.0,24.9,22.8,0.265,3.021,0.736,120.3,23.4,3.0,120.3,25.4,2.794,10:56:53.625
396,24.2,159.0,24.9,22.8,0.278,4.229,0.676,119.725,22.9,3.0,119.725,25.2,3.134,10:56:54.761
397,24.2,159.0,24.9,22.8,0.303,4.38,0.726,119.78,22.7,3.0,119.78,25.4,3.814,10:56:55.897
398,24.2,159.0,24.8,22.8,0.3,3.323,0.656,119.672,22.3,3.0,119.672,25.2,4.191,10:56:57.030
399,26.3,159.0,23.4,22.8,0.276,3.927,0.681,120.703,22.9,3.0,120.703,25.4,2.87,10:56:58.152
400,26.4,159.0,23.4,24.2,0.299,3.965,0.714,119.847,22.7,3.0,119.847,25.0,3.776,10:56:59.269
401,24.3,159.0,23.4,22.8,0.289,4.456,0.71,119.995,23.2,3.0,119.995,25.2,3.474,10:57:00.403
402,24.3,159.0,23.4,22.8,0.298,3.096,0.673,119.505,22.9,3.0,119.505,25.7,4.116,10:57:01.536
403,24.3,159.0,23.4,22.8,0.295,3.776,0.725,120.708,22.9,3.0,120.708,25.9,2.19,10:57:02.675
404,24.3,159.0,24.9,22.8,0.293,3.172,0.703,121.332,22.9,3.0,121.332,25.0,3.587,10:57:03.798
405,24.3,159.0,23.4,22.8,0.321,3.889,0.684,119.989,23.4,3.0,119.989,25.9,2.417,10:57:04.950
406,24.3,159.0,24.9,22.8,0.271,2.832,0.774,120.669,22.3,3.0,120.669,25.4,3.285,10:57:06.069
407,24.3,159.0,23.4,22.8,0.294,3.663,0.66,119.961,22.7,3.0,119.961,25.4,3.285,10:57:07.194
408,24.3,159.0,23.4,22.8,0.28,3.625,0.706,120.726,23.4,3.0,120.726,25.7,3.587,10:57:08.329
409,26.4,159.0,23.4,24.2,0.314,4.796,0.712,120.048,22.9,3.0,120.048,25.4,2.643,10:57:09.448
410,24.3,159.0,23.4,22.8,0.248,3.398,0.682,120.469,22.3,3.0,120.469,25.7,3.549,10:57:10.579
411,24.3,159.0,24.9,22.8,0.266,3.323,0.724,120.013,22.9,3.0,120.013,25.7,2.756,10:57:11.702
412,24.3,159.0,24.9,22.8,0.273,3.21,0.736,120.459,22.9,3.0,120.459,25.7,3.549,10:57:12.840
413,24.3,159.0,23.4,22.8,0.281,3.852,0.688,119.819,23.4,3.0,119.819,25.7,3.474,10:57:13.961
414,24.3,159.0,23.4,22.8,0.291,2.454,0.724,119.484,22.9,3.0,119.484,25.4,5.324,10:57:15.098
415,24.3,159.0,23.4,22.8,0.28,4.305,0.725,121.477,22.7,3.0,121.477,25.9,2.794,10:57:16.230
416,26.4,159.0,23.4,24.3,0.298,3.323,0.673,120.102,22.9,3.0,120.102,25.4,3.474,10:57:17.354
417,26.4,159.0,23.5,24.3,0.309,3.965,0.734,119.6,22.9,3.0,119.6,25.7,3.323,10:57:18.488
418,24.3,159.0,23.4,22.8,0.304,2.756,0.72,120.031,22.9,3.0,120.031,25.9,3.625,10:57:19.610
419,24.3,159.0,24.9,22.8,0.265,3.096,0.649,119.769,22.9,3.0,119.769,25.4,3.21,10:57:20.733
420,24.3,159.0,24.9,22.8,0.286,4.04,0.743,119.905,22.7,3.0,119.905,25.4,3.361,10:57:21.870
421,24.3,159.0,23.5,22.8,0.289,3.172,0.684,119.448,22.9,3.0,119.448,25.7,3.889,10:57:22.995
422,24.3,159.0,23.5,22.8,0.283,3.436,0.682,118.305,23.8,3.0,118.305,26.3,4.72,10:57:24.134
423,26.5,159.0,23.5,24.3,0.275,3.285,0.753,119.84,22.9,3.0,119.84,25.9,3.436,10:57:25.249
424,26.4,159.0,23.5,24.3,0.289,4.116,0.696,119.874,24.1,3.0,119.874,25.9,3.549,10:57:26.387
425,26.5,159.0,23.5,22.8,0.286,3.814,0.682,119.915,23.6,3.0,119.915,25.9,3.436,10:57:27.511
426,24.4,159.0,24.9,22.8,0.286,3.247,0.73,120.199,22.7,3.0,120.199,25.4,2.983,10:57:28.641
427,24.4,159.0,24.9,22.8,0.299,3.398,0.654,119.126,23.8,3.0,119.126,25.7,3.776,10:57:29.777
428,24.4,159.0,24.9,22.8,0.289,4.003,0.703,120.363,22.9,3.0,120.363,25.9,3.134,10:57:30.913
429,24.4,159.0,24.9,22.8,0.303,2.832,0.72,119.839,23.6,3.0,119.839,26.1,4.456,10:57:32.052
430,24.4,159.0,24.9,22.8,0.275,4.191,0.703,119.9,23.4,3.0,119.9,25.9,2.228,10:57:33.189
431,24.4,159.0,23.5,22.8,0.276,3.172,0.696,120.09,22.9,3.0,120.09,25.9,2.794,10:57:34.311
432,24.4,159.0,23.5,22.8,0.269,3.738,0.696,119.86,22.9,3.0,119.86,25.7,3.059,10:57:35.457
433,24.4,159.0,24.9,22.8,0.266,2.832,0.649,120.61,22.7,3.0,120.61,25.9,2.266,10:57:36.607
434,24.4,159.0,23.5,22.8,0.283,3.285,0.739,119.485,23.4,3.0,119.485,26.1,2.756,10:57:37.748
435,26.5,159.0,23.5,22.8,0.323,3.21,0.714,119.944,23.6,3.0,119.944,25.9,2.681,10:57:38.915
436,24.4,159.0,24.9,22.8,0.28,2.794,0.681,121.539,22.9,3.0,121.539,25.7,3.21,10:57:40.053
437,24.4,159.0,24.9,22.8,0.294,3.625,0.731,120.572,23.4,3.0,120.572,25.9,2.379,10:57:41.189
438,24.4,159.0,24.9,22.8,0.284,3.7,0.669,120.142,23.2,3.0,120.142,25.9,3.096,10:57:42.326
439,24.4,159.0,24.9,22.8,0.28,3.927,0.698,120.04,23.2,3.0,120.04,25.7,2.87,10:57:43.461
440,24.4,159.0,25.0,22.8,0.259,2.87,0.74,120.484,23.4,3.0,120.484,25.9,3.134,10:57:44.598
441,24.4,159.0,25.0,22.8,0.291,3.361,0.703,119.586,23.4,3.0,119.586,25.9,2.454,10:57:45.737
442,24.4,159.0,23.5,22.8,0.289,3.361,0.702,119.797,22.3,3.0,119.797,26.1,3.096,10:57:46.857
443,24.4,159.0,23.5,22.8,0.289,3.21,0.707,119.826,22.3,3.0,119.826,26.1,2.681,10:57:47.994
444,24.4,159.0,23.5,24.3,0.293,2.945,0.673,119.941,23.2,3.0,119.941,26.1,3.096,10:57:49.130
445,24.4,159.0,23.5,24.3,0.283,4.116,0.753,119.402,22.9,3.0,119.402,26.3,3.549,10:57:50.272
446,24.5,159.0,23.5,22.8,0.281,3.965,0.724,120.315,23.6,3.0,120.315,25.9,2.53,10:57:51.427
