Log,sup_admixture_pump_set_flush_flowrate,sup_admixture_pump_flush_on,sup_admixture_pump_check_duration,sup_admixture_pump_set_check_flowrate,sup_admixture_pump_check_on,sup_admixture_pump_set_dosing_factor,sup_admixture_pump_set_flowrate,sup_admixture_pump_set_run,sup_admixture_pump_on,sup_admixture_pump_max_flowrate,sup_admixture_pump_no_error,sup_admixture_pump_is_ready,sup_admixture_pump_is_run,admixture_pump_set_flush_flowrate,admixture_pump_flush_on,admixture_pump_check_duration,admixture_pump_set_check_flowrate,admixture_pump_check_on,admixture_pump_set_dosing_factor,admixture_pump_set_flowrate,admixture_pump_set_run,admixture_pump_on,admixture_max_flowrate,admixture_pump_no_error,admixture_pump_is_ready,admixture_pump_is_run,concrete_pump_set_dosing_factor,concrete_pump_set_speed,concrete_pump_set_flowrate,concrete_pump_forward_on,concrete_pump_driver_error,concrete_pump_safety_grid_on,concrete_pump_power_on,concrete_pump_is_ready,concrete_pump_is_run,concrete_pump_pressure,concrete_pump_temperature,concrete_fresh_temperature,mixer_set_curved_mode_on,mixer_set_speed,mixer_set_run,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_pressure_funnel_inlet,mixer_temperature_funnel_outlet,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,mixer_is_ready,mixer_is_run,Time
14,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,20.7,19.5,0.032349619269371035,26.0,3.74,5.21,120,121,True,True,10:24:24.409
15,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.1,25.9,False,120,True,20.7,18.8,0.029053622484207155,28.1,3.17,3.7,120,121,True,True,10:24:25.446
16,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.1,25.9,False,120,True,20.7,19.5,0.030030214786529542,28.2,4.12,3.81,119,120,True,True,10:24:26.482
17,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.1,25.9,False,120,True,21.1,18.8,0.02856532633304596,26.1,4.19,2.64,119,120,True,True,10:24:27.516
18,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,20.9,18.6,0.028321176767349243,26.1,4.12,3.17,121,120,True,True,10:24:28.550
19,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,21.3,18.8,0.02929776906967163,26.1,4.83,2.76,120,120,True,True,10:24:29.585
20,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,20.9,19.3,0.032227545976638794,26.2,3.74,4.23,121,120,True,True,10:24:30.622
21,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,20.7,18.6,0.031250953674316406,28.3,4.8,3.36,120,120,True,True,10:24:31.662
22,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.1,27.4,False,120,True,21.1,18.2,0.030030214786529542,28.3,5.25,3.62,120,121,True,True,10:24:32.700
23,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,21.1,19.1,0.03283791542053223,26.2,4.27,3.96,120,120,True,True,10:24:33.733
24,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,20.7,19.1,0.03161717653274536,26.2,5.29,3.02,120,120,True,True,10:24:34.765
25,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,20.7,19.3,0.0317392498254776,28.3,4.87,3.66,121,120,True,True,10:24:35.795
26,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.6,0.03454695343971252,28.3,4.46,3.17,120,120,True,True,10:24:36.832
27,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.3,18.6,0.030762657523155212,26.3,3.29,4.91,120,120,True,True,10:24:37.862
28,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,20.9,18.8,0.031250953674316406,26.3,3.7,3.93,119,119,True,True,10:24:38.894
29,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.8,0.030518510937690736,26.3,2.76,4.76,120,120,True,True,10:24:39.925
30,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.1,18.8,0.02954191863536835,28.4,3.96,3.47,120,120,True,True,10:24:40.962
31,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.6,0.028321176767349243,26.4,4.12,3.44,119,120,True,True,10:24:41.998
32,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.3,19.1,0.028321176767349243,26.4,4.19,2.34,120,120,True,True,10:24:43.034
33,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,20.9,19.3,0.02783288061618805,26.4,4.87,3.32,120,120,True,True,10:24:44.072
34,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,21.1,19.5,0.03088473081588745,26.4,3.25,4.64,120,119,True,True,10:24:45.109
35,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.6,0.03186132311820984,28.5,4.53,4.08,120,120,True,True,10:24:46.147
36,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.1,18.8,0.03381450772285462,28.5,4.12,3.55,120,120,True,True,10:24:47.186
37,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.8,0.028321176767349243,28.5,4.27,3.62,120,120,True,True,10:24:48.225
38,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,19.8,0.030762657523155212,26.5,4.95,3.17,120,120,True,True,10:24:49.264
39,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.3,19.3,0.030518510937690736,26.5,4.38,3.59,120,120,True,True,10:24:50.302
40,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,20.7,19.3,0.02954191863536835,26.5,3.96,4.12,120,120,True,True,10:24:51.347
41,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,21.1,18.6,0.028931546211242675,26.5,3.32,3.93,121,120,True,True,10:24:52.388
42,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.4,0.029786065220832825,28.6,3.59,3.93,120,120,True,True,10:24:53.425
43,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.3,18.8,0.03271584212779999,26.5,4.3,3.1,120,120,True,True,10:24:54.461
44,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.6,0.02954191863536835,26.5,3.93,3.78,120,120,True,True,10:24:55.497
45,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,21.3,18.8,0.03308206498622894,26.6,4.27,2.83,120,120,True,True,10:24:56.534
46,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,19.1,0.029908138513565063,26.6,4.57,3.32,120,120,True,True,10:24:57.567
47,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.1,19.1,0.030518510937690736,26.6,4.34,4.12,120,119,True,True,10:24:58.608
48,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,19.3,0.03137302696704865,28.7,4.87,4.12,120,119,True,True,10:24:59.647
49,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,20.9,19.3,0.032349619269371035,26.6,4.38,4.46,121,120,True,True,10:25:00.685
50,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.8,0.03100680708885193,26.6,4.98,3.7,120,120,True,True,10:25:01.728
51,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,25.9,False,120,True,21.6,18.8,0.030396434664726257,26.6,4.53,2.68,120,120,True,True,10:25:02.766
52,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,25.9,False,120,True,21.3,19.3,0.03161717653274536,26.6,4.12,3.7,120,120,True,True,10:25:03.807
53,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,25.9,False,120,True,21.3,18.8,0.03210547268390655,26.7,4.91,5.1,120,120,True,True,10:25:04.848
54,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.6,25.9,False,120,True,21.1,19.1,0.029053622484207155,26.7,3.4,4.61,120,120,True,True,10:25:05.892
55,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.3,19.5,0.032593768835067746,26.7,3.21,3.96,120,120,True,True,10:25:06.932
56,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.6,18.8,0.03088473081588745,28.8,4.42,3.25,119,120,True,True,10:25:07.972
57,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.3,19.8,0.02941984236240387,26.7,4.46,2.87,119,120,True,True,10:25:09.014
58,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.3,19.3,0.03088473081588745,26.7,4.38,2.95,120,120,True,True,10:25:10.055
59,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.6,19.3,0.02783288061618805,26.7,4.46,3.4,120,120,True,True,10:25:11.101
60,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,18.8,0.028321176767349243,26.8,5.44,3.93,121,120,True,True,10:25:12.145
61,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,25.9,False,120,True,21.6,19.5,0.0365001380443573,26.8,5.02,3.59,120,121,True,True,10:25:13.187
62,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,19.8,0.0317392498254776,26.8,4.15,3.62,120,121,True,True,10:25:14.228
63,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,19.3,0.029786065220832825,28.9,4.61,3.29,120,120,True,True,10:25:15.271
64,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.1,20.2,0.02844325006008148,28.9,3.96,3.25,120,120,True,True,10:25:16.309
65,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.6,18.8,0.0317392498254776,26.8,5.14,3.36,120,120,True,True,10:25:17.354
66,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,25.9,False,120,True,21.3,19.3,0.02954191863536835,26.8,3.4,4.83,121,120,True,True,10:25:18.392
67,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.3,18.6,0.030396434664726257,26.8,3.25,4.23,120,121,True,True,10:25:19.435
68,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.6,19.5,0.03186132311820984,26.8,3.7,4.64,120,120,True,True,10:25:20.473
69,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.5,False,120,True,21.3,19.5,0.02844325006008148,26.9,5.55,2.68,120,121,True,True,10:25:21.516
70,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.1,20.0,0.02954191863536835,26.9,4.49,3.06,120,120,True,True,10:25:22.558
71,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,26.0,False,120,True,21.6,19.1,0.028321176767349243,29.0,5.29,3.62,120,119,True,True,10:25:23.602
72,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,26.0,False,120,True,21.8,19.8,0.032349619269371035,29.0,4.83,3.93,121,120,True,True,10:25:24.646
73,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,25.9,False,120,True,21.6,19.3,0.03088473081588745,29.0,5.44,3.47,120,120,True,True,10:25:25.690
74,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,26.0,False,120,True,21.6,19.3,0.029786065220832825,26.9,4.46,3.29,120,120,True,True,10:25:26.736
75,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,26.0,False,120,True,21.1,19.3,0.03454695343971252,26.9,4.42,3.74,121,120,True,True,10:25:27.781
76,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,25.9,False,120,True,21.6,19.5,0.0317392498254776,26.9,4.15,3.74,120,120,True,True,10:25:28.826
77,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.6,18.8,0.02954191863536835,26.9,3.47,4.34,120,120,True,True,10:25:29.872
78,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.6,19.1,0.02929776906967163,26.9,3.29,4.38,120,121,True,True,10:25:30.919
79,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.4,False,120,True,21.3,19.8,0.029053622484207155,27.0,3.96,3.89,119,120,True,True,10:25:31.968
80,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,27.5,False,120,True,21.1,19.8,0.029786065220832825,27.0,5.48,3.21,119,120,True,True,10:25:33.011
81,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,25.9,False,120,True,21.3,19.8,0.028321176767349243,27.0,3.7,2.76,120,120,True,True,10:25:34.054
82,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.6,19.8,0.02941984236240387,29.1,4.87,3.1,120,120,True,True,10:25:35.094
83,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.6,19.8,0.029908138513565063,29.1,3.81,3.59,120,119,True,True,10:25:36.135
84,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.6,19.8,0.030518510937690736,27.0,4.53,3.89,120,120,True,True,10:25:37.175
85,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,27.7,26.0,False,120,True,21.8,18.8,0.0317392498254776,27.1,4.38,3.4,120,120,True,True,10:25:38.218
86,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,27.5,False,120,True,21.6,19.5,0.03088473081588745,27.0,4.72,3.32,120,120,True,True,10:25:39.264
87,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.2,26.0,False,120,True,22.0,19.8,0.03137302696704865,27.1,4.42,3.66,120,120,True,True,10:25:40.310
88,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,27.5,False,120,True,21.3,19.8,0.03186132311820984,27.1,4.08,4.83,120,120,True,True,10:25:41.359
89,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,27.5,False,120,True,21.6,19.1,0.03100680708885193,27.1,3.7,4.38,121,120,True,True,10:25:42.403
90,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,27.5,False,120,True,21.8,19.3,0.030518510937690736,27.1,4.34,4.12,120,120,True,True,10:25:43.449
91,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,27.4,False,120,True,21.6,19.3,0.025147253274917604,27.1,4.12,3.59,119,120,True,True,10:25:44.495
92,0,False,0,0,False,100,1250,True,True,148,True,False,True,0,False,0,0,False,100,1900,True,True,606,True,False,True,32,0,40,True,False,True,True,True,True,0.0,26.3,27.5,False,120,True,21.6,20.0,0.03332621157169342,27.1,3.47,2.72,120,121,True,True,10:25:45.542
