Log,cp_temperature,mixer_temperature_Funnel_outlet,ac_flowrate,cp_pressure,cp_flowrate,mixer_speed_M2,mixer_temperature_Funnel_plate,mixer_pressure,mixer_motor_temperature_M1,mixer_torque_M1,mixer_motor_temperature_M2,mixer_torque_M2,mixer_temperature_Funnel,mixer_speed_M1,Time
619,0.0,28.3,51.8,0.581,1.5,120.425,28.0,0.294,32.6,3.323,36.5,3.285,25.4,120.425,11:31:34.417
620,0.0,28.3,51.8,0.579,1.5,119.997,28.0,0.281,33.0,2.756,36.3,3.889,25.4,119.997,11:31:35.563
621,0.0,28.3,51.8,0.56,1.5,119.939,28.0,0.317,32.8,3.587,36.5,3.436,25.4,119.939,11:31:36.701
622,0.0,26.3,51.8,0.592,1.5,120.056,29.5,0.299,33.0,3.096,36.8,4.267,25.4,120.056,11:31:37.872
623,0.0,26.3,51.8,0.605,1.5,120.593,29.5,0.3,33.0,3.21,36.3,4.04,25.4,120.593,11:31:39.011
624,0.0,26.2,51.8,0.625,1.5,120.041,28.0,0.269,33.6,3.021,36.1,3.512,25.4,118.65,11:31:40.165
625,0.0,26.3,51.8,0.536,1.5,119.911,28.0,0.275,33.8,2.681,36.1,3.361,25.4,119.911,11:31:41.302
626,0.0,26.3,51.8,0.62,1.5,119.724,28.0,0.319,33.4,5.211,36.1,3.398,25.4,119.724,11:31:42.439
627,0.0,26.2,51.8,0.597,1.5,119.821,29.5,0.291,33.2,2.87,36.1,3.814,25.4,119.821,11:31:43.574
628,0.0,26.2,51.8,0.621,1.5,119.911,28.0,0.275,32.8,3.852,35.9,3.738,25.4,119.911,11:31:44.722
629,0.0,26.3,51.8,0.602,1.5,119.616,28.0,0.294,33.6,3.512,36.5,3.889,25.4,119.616,11:31:45.877
630,0.0,28.3,51.8,0.598,1.5,119.769,28.0,0.269,33.2,3.361,36.3,3.889,26.8,119.769,11:31:47.027
631,0.0,28.3,51.8,0.577,1.5,117.876,28.0,0.281,33.2,4.644,36.8,3.361,26.8,117.876,11:31:48.177
632,0.0,28.3,51.8,0.549,1.5,121.284,28.0,0.31,33.0,3.587,36.1,4.078,25.4,121.284,11:31:49.325
633,0.0,28.3,51.8,0.607,1.5,120.226,28.0,0.273,33.6,3.889,36.5,3.361,25.4,120.226,11:31:50.470
634,0.0,26.2,51.8,0.62,1.5,119.49,28.0,0.31,33.6,2.832,36.5,4.191,25.4,119.49,11:31:51.620
635,0.0,26.2,51.8,0.61,1.5,120.122,29.5,0.216,33.4,3.512,36.1,3.549,25.3,120.122,11:31:52.770
636,0.0,26.2,51.8,0.544,1.5,119.685,29.5,0.305,33.0,3.965,36.1,3.512,25.3,119.685,11:31:53.917
637,0.0,26.2,51.8,0.631,1.5,120.111,29.5,0.236,33.0,2.983,36.5,4.493,25.4,120.111,11:31:55.068
638,0.0,26.2,51.8,0.574,1.5,120.017,28.0,0.237,33.2,4.078,36.3,3.247,25.3,120.017,11:31:56.218
639,0.0,28.3,51.8,0.616,1.5,119.701,28.0,0.264,33.0,3.285,36.1,3.7,26.8,119.701,11:31:57.374
640,0.0,28.3,51.8,0.576,1.5,119.887,28.0,0.316,33.0,3.663,36.1,3.474,26.8,119.887,11:31:58.526
641,0.0,28.3,51.8,0.574,1.5,119.556,28.0,0.259,33.4,3.096,36.3,3.814,25.3,119.556,11:31:59.677
642,0.0,26.2,51.8,0.574,1.5,120.209,28.0,0.25,33.0,3.7,36.1,3.512,25.3,120.209,11:32:00.831
643,0.0,26.2,51.8,0.601,1.5,120.933,29.5,0.305,33.2,3.474,36.5,3.059,25.3,120.933,11:32:01.978
644,0.0,26.2,51.8,0.667,1.5,119.315,29.5,0.283,33.4,3.512,36.1,3.512,25.3,119.315,11:32:03.115
645,0.0,26.2,51.8,0.624,1.5,119.686,29.4,0.295,33.0,3.7,36.5,2.983,25.3,119.686,11:32:04.271
646,0.0,26.2,51.8,0.613,1.5,119.932,29.4,0.254,33.8,3.512,36.5,3.625,25.3,119.932,11:32:05.424
647,0.0,26.2,51.8,0.601,1.5,121.556,29.4,0.3,33.4,2.379,36.1,3.247,25.3,121.556,11:32:06.555
648,0.0,26.2,51.8,0.62,1.5,120.031,29.4,0.288,33.0,3.398,36.1,3.021,25.3,120.031,11:32:07.691
649,0.0,26.2,51.8,0.597,1.5,120.06,29.4,0.291,33.8,4.191,36.1,3.965,25.3,120.06,11:32:08.840
650,0.0,28.3,51.8,0.624,1.5,119.346,28.0,0.317,33.0,4.493,36.5,3.738,26.8,119.346,11:32:10.021
651,0.0,28.3,51.8,0.591,1.5,120.229,28.0,0.319,33.8,2.87,36.3,3.361,26.8,120.229,11:32:11.167
652,0.0,28.3,51.8,0.613,1.5,120.583,28.0,0.264,33.4,3.323,36.5,3.512,26.8,120.583,11:32:12.303
653,0.0,26.2,51.8,0.529,1.5,119.958,28.0,0.286,33.4,3.7,36.8,3.7,25.3,119.958,11:32:13.456
654,0.0,26.2,51.8,0.587,1.5,119.856,28.0,0.304,33.0,3.361,36.1,3.625,25.3,119.856,11:32:14.611
655,0.0,26.2,51.8,0.602,1.5,119.389,29.4,0.286,33.2,3.814,36.5,3.247,25.3,119.389,11:32:15.764
656,0.0,26.2,51.8,0.613,1.5,119.884,29.4,0.328,33.4,3.323,36.3,3.814,25.3,119.884,11:32:16.921
657,0.0,26.2,51.8,0.584,1.5,120.019,27.9,0.269,33.6,3.021,36.1,5.324,25.3,120.019,11:32:18.073
658,0.0,28.3,51.8,0.601,1.5,120.152,27.9,0.286,33.2,3.247,36.5,3.361,26.7,120.152,11:32:19.227
659,0.0,28.3,51.8,0.593,1.5,119.871,27.9,0.284,33.8,2.87,36.8,3.7,26.7,119.871,11:32:20.377
660,0.0,26.2,51.8,0.613,1.5,119.379,29.4,0.281,33.0,4.305,35.9,4.116,25.3,119.379,11:32:21.546
661,0.0,26.2,51.8,0.64,1.5,119.552,29.4,0.256,33.0,3.549,36.8,3.285,25.3,119.552,11:32:22.699
662,0.0,26.2,51.8,0.571,1.5,120.183,29.4,0.254,33.4,3.323,36.1,3.814,25.3,120.183,11:32:23.851
663,0.0,26.2,51.8,0.605,1.5,120.178,27.9,0.298,33.6,3.436,36.1,3.172,25.3,120.178,11:32:25.000
664,0.0,28.3,51.8,0.576,1.5,119.545,27.9,0.289,33.0,3.285,36.1,3.852,25.2,119.545,11:32:26.154
665,0.0,28.3,51.8,0.571,1.5,119.587,27.9,0.28,33.0,3.663,36.3,3.625,25.3,119.587,11:32:27.300
666,0.0,28.2,51.8,0.621,1.5,119.922,27.9,0.294,33.8,3.247,36.5,3.549,25.2,119.922,11:32:28.443
667,0.0,26.2,51.8,0.608,1.5,120.055,27.9,0.358,33.2,2.832,36.3,3.889,26.7,120.055,11:32:29.597
668,0.0,26.2,51.8,0.569,1.5,119.959,27.9,0.3,33.0,2.983,36.3,2.719,25.2,119.959,11:32:30.746
669,0.0,26.2,51.8,0.615,1.5,121.001,27.9,0.289,33.2,3.625,36.8,4.531,25.2,121.001,11:32:31.895
670,0.0,26.2,51.8,0.597,1.5,120.174,29.4,0.276,33.0,3.852,36.3,3.814,25.2,120.174,11:32:33.049
671,0.0,26.1,51.8,0.597,1.5,121.106,29.4,0.294,33.6,3.096,36.5,3.285,25.2,121.106,11:32:34.202
672,0.0,26.2,51.8,0.631,1.5,119.981,29.4,0.271,33.2,3.436,36.8,3.134,25.2,119.981,11:32:35.349
673,0.0,26.1,51.8,0.588,1.5,120.391,29.4,0.291,33.6,3.247,36.8,3.549,25.2,120.391,11:32:36.485
674,0.0,26.1,51.8,0.645,1.5,119.689,29.4,0.286,33.4,2.341,36.1,4.229,25.2,119.689,11:32:37.632
675,0.0,28.2,51.8,0.615,1.5,120.501,27.9,0.25,33.0,3.512,36.5,3.021,25.2,120.501,11:32:38.784
676,0.0,26.1,51.8,0.612,1.5,120.065,27.9,0.248,33.6,3.474,35.9,4.267,26.7,120.065,11:32:39.946
677,0.0,26.1,51.8,0.601,1.5,120.252,27.9,0.284,33.2,2.794,36.3,3.927,25.2,120.252,11:32:41.100
678,0.0,26.1,51.8,0.603,1.5,119.958,29.4,0.341,33.6,3.625,36.3,3.172,25.2,119.958,11:32:42.257
679,0.0,26.1,51.8,0.546,1.5,120.134,27.9,0.273,34.1,3.738,36.1,4.003,25.2,120.134,11:32:43.401
680,0.0,26.1,51.8,0.56,1.5,119.502,29.4,0.295,33.4,3.549,35.9,3.398,25.2,119.502,11:32:44.553
681,0.0,28.2,51.8,0.671,1.5,120.044,27.9,0.259,33.6,3.663,35.9,2.983,25.2,120.044,11:32:45.710
682,0.0,28.2,51.8,0.625,1.5,119.549,27.9,0.283,33.0,3.776,36.1,3.096,25.2,119.549,11:32:46.864
683,0.0,26.1,51.8,0.608,1.5,120.101,27.9,0.326,33.0,3.663,36.3,4.493,26.7,120.101,11:32:48.014
684,0.0,26.1,51.8,0.582,1.5,119.736,27.9,0.286,33.2,3.776,36.1,3.7,26.7,119.736,11:32:49.167
685,0.0,26.1,51.8,0.559,1.5,119.79,27.9,0.284,33.6,2.945,36.3,3.323,26.7,119.79,11:32:50.313
686,0.0,26.1,51.8,0.605,1.5,119.83,27.9,0.278,33.6,4.078,36.5,4.456,25.2,119.83,11:32:51.460
687,0.0,26.1,51.8,0.577,1.5,120.055,27.9,0.3,33.4,2.794,36.1,3.096,25.2,120.055,11:32:52.608
688,0.0,26.1,51.8,0.613,1.5,120.189,29.4,0.28,33.8,2.983,36.1,3.625,25.2,120.189,11:32:53.759
689,0.0,28.2,51.8,0.586,1.5,119.268,29.4,0.27,33.4,4.154,36.1,3.21,25.2,119.268,11:32:54.916
690,0.0,28.2,51.8,0.584,1.5,120.31,27.9,0.26,33.4,2.643,36.5,3.663,25.2,120.31,11:32:56.071
691,0.0,26.1,51.8,0.571,1.5,119.597,27.9,0.275,34.1,4.456,36.1,3.059,25.2,119.597,11:32:57.215
692,0.0,26.1,51.8,0.602,1.5,120.303,27.9,0.276,33.4,3.021,36.1,4.72,26.6,120.303,11:32:58.380
693,0.0,26.1,51.8,0.612,1.5,119.513,27.9,0.288,33.6,4.04,36.1,4.607,26.6,119.513,11:32:59.515
694,0.0,26.1,51.8,0.582,1.5,119.116,27.9,0.265,33.0,3.852,36.1,3.625,25.2,119.116,11:33:00.669
695,0.0,26.1,51.8,0.631,1.5,120.828,27.9,0.259,33.6,2.87,36.8,4.38,25.2,120.828,11:33:01.817
696,0.0,26.1,51.8,0.605,1.5,119.708,29.4,0.286,33.6,4.154,36.1,3.398,25.2,119.708,11:33:02.972
697,0.0,28.2,51.8,0.643,1.5,119.645,29.4,0.298,33.4,2.341,36.3,3.927,25.2,119.645,11:33:04.126
698,0.0,28.2,51.8,0.63,1.5,120.106,28.0,0.26,33.8,3.474,36.1,3.096,25.2,120.106,11:33:05.277
699,0.0,26.0,51.8,0.565,1.5,119.567,28.0,0.275,33.6,3.7,36.5,3.738,25.2,119.567,11:33:06.425
700,0.0,26.1,51.8,0.608,1.5,120.227,28.0,0.299,33.0,2.945,36.1,4.644,26.6,120.227,11:33:07.579
701,0.0,26.0,51.8,0.613,1.5,120.702,28.0,0.254,33.2,4.267,36.3,2.794,26.6,120.702,11:33:08.721
702,0.0,26.1,51.8,0.605,1.5,119.606,28.0,0.269,33.4,3.096,36.1,3.776,26.6,119.606,11:33:09.875
703,0.0,26.0,51.8,0.631,1.5,120.007,28.0,0.288,34.1,3.625,35.9,3.398,25.2,120.007,11:33:11.039
704,0.0,28.1,51.8,0.587,1.5,120.003,29.4,0.264,33.6,3.814,36.1,3.738,25.2,120.003,11:33:12.193
705,0.0,28.1,51.8,0.605,1.5,119.71,29.5,0.26,33.0,3.247,36.3,4.229,25.2,119.71,11:33:13.348
706,0.0,26.0,51.8,0.588,1.5,120.668,28.0,0.3,33.4,3.398,36.1,3.927,26.6,120.668,11:33:14.515
707,0.0,26.0,51.8,0.61,1.5,119.808,28.0,0.294,33.0,3.436,36.8,3.512,26.6,119.808,11:33:15.670
708,0.0,26.0,51.8,0.598,1.5,120.159,28.0,0.243,33.6,3.096,36.5,3.398,25.2,120.159,11:33:16.823
709,0.0,28.1,51.8,0.62,1.5,120.408,29.5,0.275,33.4,3.852,35.9,3.096,25.2,120.408,11:33:17.975
710,0.0,28.1,51.8,0.613,1.5,119.322,29.5,0.265,33.2,2.983,36.3,3.436,25.2,119.322,11:33:19.128
711,0.0,28.1,51.8,0.588,1.5,120.217,29.5,0.283,33.0,3.361,36.8,3.134,25.2,120.217,11:33:20.282
712,0.0,26.0,51.8,0.591,1.5,119.521,28.0,0.314,33.2,4.003,36.1,3.398,25.2,119.521,11:33:21.429
713,0.0,26.0,51.8,0.643,1.5,119.811,28.0,0.289,33.0,2.794,36.5,4.493,26.7,119.811,11:33:22.586
714,0.0,26.0,51.8,0.61,1.5,119.873,28.1,0.271,33.8,3.852,36.5,3.096,26.6,119.873,11:33:23.731
715,0.0,26.0,51.8,0.596,1.5,120.354,28.1,0.284,32.8,3.398,36.3,4.267,26.7,120.354,11:33:24.864
716,0.0,26.0,51.8,0.584,1.5,120.288,28.1,0.293,32.8,4.078,36.1,3.852,25.2,120.288,11:33:26.013
717,0.0,28.1,51.8,0.586,1.5,119.429,29.5,0.322,33.4,3.361,36.1,3.172,25.2,119.429,11:33:27.191
718,0.0,28.1,51.8,0.607,1.5,119.819,29.5,0.283,33.0,3.7,36.1,3.814,25.2,119.819,11:33:28.340
719,0.0,28.1,51.8,0.612,1.5,120.943,29.5,0.289,33.4,3.096,36.5,2.908,25.2,120.943,11:33:29.494
720,0.0,26.0,51.8,0.587,1.5,120.331,28.1,0.332,34.1,2.983,36.1,3.587,25.2,120.331,11:33:30.644
721,0.0,26.0,51.8,0.582,1.5,119.938,28.1,0.264,32.8,3.776,36.1,3.134,25.2,119.938,11:33:31.794
722,0.0,26.0,51.8,0.593,1.5,121.021,28.1,0.281,33.6,3.285,36.1,3.776,26.7,121.021,11:33:32.945
723,0.0,26.0,51.8,0.602,1.5,120.212,28.1,0.281,33.6,3.247,36.1,3.814,26.7,120.212,11:33:34.092
724,0.0,26.0,51.8,0.598,1.5,120.265,28.1,0.266,33.2,3.361,36.3,2.87,25.2,120.265,11:33:35.241
725,0.0,26.0,51.8,0.612,1.5,120.659,28.1,0.314,33.2,3.398,36.3,3.474,25.2,120.659,11:33:36.392
726,0.0,28.1,51.8,0.621,1.5,120.618,29.5,0.295,33.0,3.285,35.9,3.512,25.2,120.618,11:33:37.545
727,0.0,26.0,51.8,0.619,1.5,119.725,29.5,0.275,33.2,4.191,36.1,3.549,25.2,119.725,11:33:38.697
728,0.0,26.0,51.8,0.605,1.5,120.008,28.1,0.273,33.0,3.21,36.1,3.172,25.2,120.008,11:33:39.845
729,0.0,26.0,51.8,0.634,1.5,120.104,28.1,0.269,33.6,3.625,36.3,4.116,25.2,120.104,11:33:41.012
730,0.0,26.0,51.8,0.597,1.5,119.065,28.1,0.289,32.8,4.38,36.5,3.625,26.7,119.065,11:33:42.166
731,0.0,26.0,51.8,0.625,1.5,120.544,28.1,0.288,33.4,3.059,36.3,4.305,25.2,120.544,11:33:43.320
732,0.0,28.1,51.8,0.564,1.5,120.064,29.5,0.305,33.6,3.549,36.3,3.323,25.2,120.064,11:33:44.474
733,0.0,26.0,51.8,0.558,1.5,119.74,29.5,0.308,33.4,2.228,36.3,4.078,25.2,119.74,11:33:45.625
734,0.0,26.0,51.8,0.621,1.5,120.556,29.5,0.261,33.4,3.172,36.1,4.116,25.2,120.556,11:33:46.776
735,0.0,26.0,51.8,0.574,1.5,119.825,28.1,0.286,33.2,3.663,36.1,3.134,25.2,119.825,11:33:47.926
736,0.0,26.0,51.8,0.587,1.5,120.039,28.1,0.27,33.0,2.87,36.8,3.889,26.7,120.039,11:33:49.094
737,0.0,26.0,51.8,0.533,1.5,119.659,28.1,0.256,33.0,3.7,36.3,3.247,26.7,119.659,11:33:50.233
738,0.0,28.1,51.8,0.607,1.5,120.293,28.1,0.25,33.2,3.247,36.3,3.436,25.2,120.293,11:33:51.386
739,0.0,28.1,51.8,0.638,1.5,120.25,28.1,0.299,33.4,3.852,36.1,3.625,25.2,120.25,11:33:52.538
740,0.0,26.0,51.8,0.602,1.5,120.863,29.5,0.245,33.8,4.191,36.5,3.587,25.2,120.863,11:33:53.699
741,0.0,26.0,51.8,0.612,1.5,119.846,28.1,0.266,33.2,3.398,36.8,3.663,25.2,119.846,11:33:54.867
742,0.0,26.0,51.8,0.61,1.5,120.266,28.1,0.31,33.6,3.587,36.1,3.889,26.7,120.266,11:33:56.021
743,0.0,26.0,51.8,0.597,1.5,119.903,28.1,0.295,33.0,3.134,36.3,2.87,26.6,119.903,11:33:57.170
744,0.0,28.1,51.8,0.613,1.5,120.134,28.1,0.291,33.4,3.21,36.1,3.852,25.2,120.134,11:33:58.321
745,0.0,28.1,51.8,0.608,1.5,119.982,28.1,0.276,33.4,3.587,36.5,3.323,25.2,119.982,11:33:59.474
746,0.0,26.0,51.8,0.663,1.5,119.711,29.5,0.254,33.8,2.341,36.3,4.04,25.2,119.711,11:34:00.627
747,0.0,26.0,51.8,0.553,1.5,119.619,29.5,0.275,33.6,3.814,36.5,2.87,25.2,119.619,11:34:01.776
748,0.0,26.0,51.8,0.641,1.5,119.448,28.1,0.255,33.0,3.323,36.8,4.116,25.2,119.448,11:34:02.939
749,0.0,26.0,51.8,0.64,1.5,120.021,28.1,0.276,33.0,3.247,36.1,4.116,26.7,120.021,11:34:04.094
750,0.0,26.0,51.8,0.61,1.5,120.522,28.1,0.278,33.6,3.436,36.8,2.568,26.6,120.522,11:34:05.242
751,0.0,28.1,51.8,0.56,1.5,118.802,28.1,0.316,33.6,4.154,36.3,3.965,25.2,118.802,11:34:06.392
752,0.0,28.1,51.8,0.551,1.5,120.294,28.1,0.288,33.4,3.474,36.3,4.305,25.2,120.294,11:34:07.538
753,0.0,28.1,51.8,0.564,1.5,119.936,28.1,0.223,33.6,3.738,36.5,3.776,25.2,119.936,11:34:08.688
754,0.0,26.0,51.8,0.608,1.5,120.169,29.5,0.259,33.0,3.512,36.3,4.078,25.2,120.169,11:34:09.843
755,0.0,26.0,51.8,0.607,1.5,120.165,28.1,0.284,33.6,3.285,36.1,3.738,25.2,120.165,11:34:10.992
756,0.0,26.0,51.8,0.586,1.5,119.684,28.1,0.281,33.4,2.605,36.1,4.003,25.2,119.684,11:34:12.141
757,0.0,26.0,51.8,0.546,1.5,120.89,28.1,0.305,33.6,3.436,36.3,3.21,25.2,120.89,11:34:13.293
758,0.0,26.0,51.8,0.576,1.5,119.936,28.1,0.264,33.2,3.738,36.8,4.078,26.6,119.936,11:34:14.446
759,0.0,28.1,51.8,0.621,1.5,120.156,28.1,0.31,33.8,3.172,36.1,3.247,26.6,120.156,11:34:15.601
760,0.0,28.1,51.8,0.565,1.5,120.965,28.1,0.288,33.0,3.323,36.1,2.681,25.2,120.965,11:34:16.750
761,0.0,26.0,51.8,0.601,1.5,119.763,29.5,0.266,33.0,3.889,36.8,3.285,25.2,119.763,11:34:17.904
762,0.0,26.0,51.8,0.63,1.5,120.366,29.5,0.265,33.2,2.454,36.1,3.512,25.2,120.366,11:34:19.056
763,0.0,26.0,51.8,0.573,1.5,120.036,28.1,0.288,33.6,3.738,36.1,3.474,25.2,120.036,11:34:20.227
764,0.0,26.0,51.8,0.601,1.5,119.913,28.1,0.266,33.2,3.247,36.3,3.927,26.6,119.913,11:34:21.379
765,0.0,28.1,51.8,0.584,1.5,120.004,28.1,0.355,33.6,3.134,36.8,3.852,25.2,120.004,11:34:22.547
766,0.0,26.0,51.8,0.605,1.5,119.902,29.5,0.251,33.0,3.059,36.1,3.059,25.2,119.902,11:34:23.697
767,0.0,26.0,51.8,0.597,1.5,119.536,29.5,0.264,33.6,3.927,36.5,3.814,25.2,119.536,11:34:24.846
768,0.0,26.0,51.8,0.558,1.5,119.757,28.1,0.299,33.2,3.587,36.3,4.569,25.2,119.757,11:34:26.005
769,0.0,26.0,51.8,0.582,1.5,120.077,28.1,0.3,33.6,3.323,36.5,4.418,25.2,120.077,11:34:27.158
770,0.0,26.0,51.8,0.597,1.5,119.985,28.1,0.288,33.6,3.21,36.3,3.474,26.6,119.985,11:34:28.310
771,0.0,26.0,51.8,0.63,1.5,120.202,28.1,0.284,33.6,3.965,36.3,3.323,25.2,120.202,11:34:29.478
772,0.0,26.0,51.8,0.574,1.5,119.622,29.5,0.304,33.2,2.341,36.8,3.814,25.2,119.622,11:34:30.630
773,0.0,26.0,51.8,0.587,1.5,119.673,29.5,0.299,33.2,3.398,36.8,3.398,25.2,119.673,11:34:31.777
774,0.0,26.0,51.8,0.582,1.5,120.786,29.5,0.286,33.0,3.436,36.8,4.04,25.2,120.786,11:34:32.926
775,0.0,26.0,51.8,0.659,1.5,120.098,28.1,0.331,33.6,3.172,37.0,4.04,25.2,120.098,11:34:34.078
776,0.0,26.0,51.8,0.62,1.5,119.582,28.1,0.284,33.2,4.078,36.5,2.719,25.2,119.582,11:34:35.231
777,0.0,28.1,51.8,0.586,1.5,120.358,28.1,0.232,33.4,3.474,36.8,4.191,26.6,120.358,11:34:36.390
778,0.0,26.0,51.8,0.582,1.5,120.045,29.6,0.348,33.0,2.417,36.5,3.059,25.2,120.045,11:34:37.559
779,0.0,26.0,51.8,0.621,1.5,120.138,28.1,0.24,33.6,3.7,36.8,2.643,25.2,120.138,11:34:38.727
780,0.0,26.1,51.8,0.615,1.5,120.233,28.1,0.323,33.2,3.021,36.5,4.078,25.2,120.233,11:34:39.880
781,0.0,28.2,51.8,0.579,1.5,121.011,28.1,0.332,34.1,3.512,36.3,3.738,26.6,121.011,11:34:41.026
782,0.0,28.2,51.8,0.603,1.5,118.459,28.1,0.291,34.1,5.098,36.8,4.003,25.2,118.459,11:34:42.192
783,0.0,26.1,51.8,0.613,1.5,119.936,28.1,0.265,33.6,3.587,36.5,3.7,25.2,119.936,11:34:43.341
784,0.0,26.1,51.8,0.582,1.5,119.958,28.1,0.289,34.1,3.776,36.5,3.549,25.2,119.958,11:34:44.492
785,0.0,26.1,51.8,0.62,1.5,119.558,28.1,0.27,33.6,3.474,36.1,3.625,25.2,119.558,11:34:45.660
786,0.0,26.1,51.8,0.608,1.5,120.332,28.1,0.294,34.1,3.134,36.5,3.7,25.2,120.332,11:34:46.810
787,0.0,28.2,51.8,0.592,1.5,120.55,28.1,0.236,33.6,3.814,36.1,3.852,26.6,120.55,11:34:47.959
788,0.0,28.2,51.8,0.581,1.5,119.821,28.1,0.275,33.4,3.096,36.8,4.796,26.6,119.821,11:34:49.106
789,0.0,28.2,51.8,0.593,1.5,120.101,28.1,0.214,33.0,2.341,36.5,3.285,26.6,120.101,11:34:50.258
790,0.0,26.1,51.8,0.612,1.5,119.682,28.1,0.281,33.6,4.531,36.1,3.323,25.2,119.682,11:34:51.412
791,0.0,26.1,51.8,0.587,1.5,120.059,29.6,0.27,33.6,2.945,36.8,4.04,25.2,120.059,11:34:52.577
792,0.0,28.2,51.8,0.63,1.5,120.546,28.1,0.288,33.6,3.474,36.8,3.474,26.6,120.546,11:34:53.760
793,0.0,26.1,51.8,0.596,1.5,119.767,28.1,0.271,33.6,3.587,36.3,3.361,25.2,119.767,11:34:54.931
794,0.0,26.1,51.8,0.602,1.5,120.169,29.6,0.316,33.4,2.87,36.3,4.38,25.2,120.169,11:34:56.081
795,0.0,26.1,51.8,0.592,1.5,121.018,29.6,0.238,33.6,3.738,36.8,2.756,25.2,121.018,11:34:57.234
796,0.0,26.1,51.8,0.629,1.5,118.991,28.1,0.288,34.1,3.776,36.8,3.738,25.2,118.991,11:34:58.385
797,0.0,28.2,51.8,0.588,1.5,120.707,28.1,0.308,33.2,3.927,36.8,3.474,25.2,120.707,11:34:59.543
798,0.0,28.2,51.8,0.533,1.5,119.411,28.1,0.327,33.2,4.154,36.8,3.285,26.6,119.269,11:35:00.695
799,0.0,26.1,51.8,0.603,1.5,120.161,28.1,0.233,34.1,3.625,37.0,3.512,25.2,120.161,11:35:01.843
800,0.0,26.1,51.8,0.616,1.5,120.239,28.1,0.275,33.6,3.549,36.5,3.247,25.2,120.239,11:35:02.993
801,0.0,26.1,51.8,0.626,1.5,119.697,28.1,0.284,33.6,2.756,36.3,4.154,25.2,119.697,11:35:04.141
802,0.0,26.1,51.8,0.596,1.5,119.67,29.5,0.303,34.1,3.21,36.1,4.078,25.2,119.67,11:35:05.309
803,0.0,28.2,51.8,0.603,1.5,119.961,28.1,0.256,33.6,4.003,36.5,3.247,26.6,119.961,11:35:06.477
804,0.0,26.1,51.8,0.588,1.5,119.761,28.1,0.298,34.3,2.643,36.3,3.7,26.7,119.761,11:35:07.626
805,0.0,26.1,51.8,0.563,1.5,120.531,28.1,0.255,33.2,3.625,36.8,3.134,25.2,120.531,11:35:08.783
806,0.0,26.1,51.8,0.625,1.5,120.175,29.6,0.28,33.4,3.814,36.5,3.663,25.2,120.175,11:35:09.949
807,0.0,26.1,51.8,0.643,1.5,119.868,29.6,0.293,33.6,3.059,36.5,4.078,25.2,119.868,11:35:11.103
808,0.0,28.2,51.8,0.613,1.5,119.792,28.1,0.281,33.8,3.247,37.0,3.398,26.6,119.792,11:35:12.270
809,0.0,26.1,51.8,0.588,1.5,119.407,28.1,0.271,33.8,3.776,36.8,3.852,26.7,119.407,11:35:13.424
810,0.0,26.1,51.8,0.596,1.5,120.136,29.6,0.281,33.4,3.323,36.3,3.814,25.2,120.136,11:35:14.593
811,0.0,28.2,51.8,0.635,1.5,119.679,28.1,0.25,33.6,4.682,36.8,3.361,25.2,119.679,11:35:15.758
812,0.0,28.2,51.8,0.591,1.5,119.554,28.1,0.271,33.4,4.569,36.1,3.852,25.2,119.173,11:35:16.903
813,0.0,26.1,51.8,0.602,1.5,120.06,28.1,0.322,34.3,3.096,36.8,3.927,26.7,120.06,11:35:18.066
814,0.0,26.1,51.8,0.579,1.5,120.422,28.1,0.327,33.8,3.587,36.8,3.096,26.7,120.422,11:35:19.211
815,0.0,26.1,51.8,0.584,1.5,120.464,29.6,0.231,33.2,3.361,37.2,3.7,25.2,120.464,11:35:20.359
816,0.0,28.2,51.8,0.649,1.5,121.378,28.1,0.291,33.0,2.379,36.8,4.796,26.7,121.378,11:35:21.571
817,0.0,26.1,51.8,0.626,1.5,120.011,28.1,0.295,33.8,3.814,36.8,2.719,25.2,120.011,11:35:22.729
818,0.0,26.1,51.8,0.597,1.5,119.964,29.5,0.283,33.2,3.852,36.8,3.889,25.2,119.964,11:35:23.897
819,0.0,28.2,51.8,0.612,1.5,120.01,28.1,0.245,33.6,2.379,36.8,4.04,25.2,120.01,11:35:25.058
820,0.0,26.1,51.8,0.626,1.5,120.225,28.1,0.237,33.4,3.059,37.2,2.794,25.2,120.225,11:35:26.238
821,0.0,26.1,51.8,0.601,1.5,120.023,29.5,0.293,33.2,4.003,36.8,3.512,25.2,120.023,11:35:27.408
822,0.0,26.1,51.8,0.588,1.5,119.104,29.5,0.289,33.0,3.889,36.8,4.229,25.2,119.104,11:35:28.561
823,0.0,28.2,51.8,0.602,1.5,120.671,28.1,0.273,34.1,4.04,36.5,3.172,25.2,120.671,11:35:29.715
824,0.0,28.2,51.8,0.591,1.5,120.041,28.1,0.284,34.5,3.361,36.5,3.625,26.7,120.041,11:35:30.868
825,0.0,26.1,51.8,0.629,1.5,120.611,28.1,0.304,34.1,3.361,36.8,4.003,26.7,120.611,11:35:32.014
826,0.0,26.1,51.8,0.571,1.5,119.593,28.1,0.283,33.0,3.738,36.3,4.04,26.6,119.593,11:35:33.163
827,0.0,26.1,51.8,0.574,1.5,120.476,28.1,0.31,34.3,3.21,36.5,3.398,26.6,120.476,11:35:34.313
