Log,cp_pressure,cp_flowrate,mixer_speed_M2,accHigh_flowrate,mixer_torque_M2,cp_temperature_fresh,cp_temperature,mixer_pressure,mixer_motor_temperature_M1,accLow_flowrate,mixer_motor_temperature_M2,mixer_temperature_outlet,mixer_speed_M1,mixer_torque_M1,Time
1461,0.669,0.0,120.342,10.0,4.38,21.8,20.2,0.256,30.9,0.0,35.1,24.4,120.342,3.663,11:40:28.794
1462,0.697,0.0,120.033,10.0,3.587,21.8,21.7,0.256,30.7,0.0,35.5,24.4,120.033,3.7,11:40:30.007
1463,0.691,0.0,120.557,10.0,4.04,21.8,21.7,0.247,30.7,0.0,35.5,24.4,120.557,3.7,11:40:31.232
1464,0.702,0.0,120.091,10.0,3.814,21.8,20.2,0.259,31.6,0.0,35.1,24.4,120.091,3.436,11:40:32.441
1465,0.702,0.0,119.827,10.0,4.003,23.2,20.2,0.28,31.1,0.0,35.3,26.5,119.827,3.7,11:40:33.654
1466,0.688,0.0,119.688,10.0,3.7,21.8,20.2,0.266,31.4,0.0,35.5,26.5,119.688,3.172,11:40:34.865
1467,0.687,0.0,120.071,10.0,4.871,21.8,21.7,0.26,31.1,0.0,35.5,24.4,120.071,2.983,11:40:36.073
1468,0.681,0.0,120.266,10.0,4.305,21.8,21.7,0.247,30.7,0.0,35.3,24.4,120.266,2.643,11:40:37.284
1469,0.669,0.0,120.066,10.0,4.758,23.2,20.2,0.261,31.4,0.0,35.5,24.4,120.066,3.587,11:40:38.482
1470,0.719,0.0,119.791,10.0,3.172,21.8,20.2,0.228,30.7,0.0,35.7,26.5,119.791,3.436,11:40:39.699
1471,0.682,0.0,120.172,10.0,4.569,21.8,20.3,0.248,31.6,0.0,35.3,26.5,120.172,3.361,11:40:40.915
1472,0.671,0.0,119.894,10.0,3.738,21.8,20.2,0.275,31.6,0.0,35.1,24.4,119.852,2.794,11:40:42.130
1473,0.687,0.0,119.761,10.0,4.04,21.8,21.7,0.251,30.9,0.0,35.1,24.4,119.761,2.681,11:40:43.346
1474,0.696,0.0,119.885,10.0,3.889,21.8,20.2,0.265,31.1,0.0,35.5,24.4,119.885,3.323,11:40:44.564
1475,0.682,0.0,120.1,10.0,4.078,23.2,20.3,0.264,30.9,0.0,35.5,24.4,120.1,2.303,11:40:45.779
1476,0.719,0.0,119.743,10.0,4.418,23.2,20.3,0.265,31.6,0.0,35.5,26.5,119.743,3.436,11:40:46.986
1477,0.687,0.0,119.671,10.0,3.172,21.8,21.7,0.26,30.9,0.0,35.7,24.4,119.671,3.965,11:40:48.183
1478,0.693,0.0,119.805,10.0,3.7,21.8,20.3,0.255,31.4,0.0,35.3,24.4,119.805,2.794,11:40:49.387
1479,0.707,0.0,119.983,10.0,4.267,23.2,20.3,0.256,31.1,0.0,35.5,24.4,119.983,2.945,11:40:50.599
1480,0.691,0.0,120.276,10.0,3.814,23.2,20.3,0.26,31.4,0.0,35.5,24.4,120.276,2.719,11:40:51.811
1481,0.697,0.0,120.294,10.0,4.909,23.2,20.3,0.26,30.9,0.0,35.1,24.4,120.294,3.285,11:40:53.043
1482,0.701,0.0,119.867,10.0,3.474,21.8,20.3,0.276,31.1,0.0,35.3,26.5,119.867,2.945,11:40:54.258
1483,0.688,0.0,121.897,10.0,4.003,21.8,21.7,0.247,30.9,0.0,35.7,24.4,120.985,2.379,11:40:55.468
1484,0.693,0.0,120.075,10.0,3.247,21.7,20.3,0.28,30.7,0.0,35.1,24.4,120.075,3.776,11:40:56.670
1485,0.687,0.0,119.612,10.0,3.474,23.2,20.3,0.278,31.1,0.0,35.3,24.4,119.612,2.681,11:40:57.884
1486,0.706,0.0,120.076,10.0,4.607,21.7,20.3,0.27,30.9,0.0,35.3,26.5,120.076,3.134,11:40:59.084
1487,0.686,0.0,120.547,10.0,4.04,21.7,21.7,0.265,31.4,0.0,35.5,24.5,120.547,2.454,11:41:00.288
1488,0.687,0.0,119.96,10.0,4.04,23.2,20.3,0.291,30.9,0.0,35.1,24.4,119.96,2.983,11:41:01.485
1489,0.691,0.0,120.158,10.0,3.361,21.7,20.3,0.251,30.9,0.0,35.5,26.6,120.158,3.436,11:41:02.688
1490,0.676,0.0,119.624,10.0,4.644,21.7,20.3,0.273,31.6,0.0,35.7,26.5,119.624,3.927,11:41:03.904
1491,0.709,0.0,119.666,10.0,4.758,21.7,20.3,0.275,30.9,0.0,35.1,24.5,119.666,2.756,11:41:05.099
1492,0.702,0.0,120.007,10.0,4.305,23.2,20.3,0.259,31.1,0.0,35.5,24.5,120.007,2.983,11:41:06.308
1493,0.72,0.0,120.065,10.0,4.456,23.2,20.3,0.26,31.4,0.0,35.3,24.5,120.065,2.379,11:41:07.524
1494,0.701,0.0,119.994,10.0,3.814,23.2,20.3,0.27,30.4,0.0,35.5,24.5,119.994,2.643,11:41:08.767
1495,0.731,0.0,119.915,10.0,4.607,23.2,20.3,0.227,31.1,0.0,35.1,24.5,119.915,3.436,11:41:09.983
1496,0.687,0.0,119.949,10.0,2.756,21.7,20.3,0.261,30.4,0.0,35.5,26.6,119.949,3.21,11:41:11.181
1497,0.686,0.0,119.743,10.0,3.965,21.7,21.7,0.255,30.9,0.0,35.5,24.5,119.743,2.794,11:41:12.379
1498,0.702,0.0,120.057,10.0,3.965,23.2,20.3,0.265,31.6,0.0,34.9,24.5,120.057,2.908,11:41:13.573
1499,0.696,0.0,120.051,10.0,3.965,21.7,20.3,0.264,30.9,0.0,34.9,26.6,120.051,2.681,11:41:14.788
1500,0.693,0.0,119.882,10.0,4.003,21.7,21.7,0.27,31.8,0.0,35.5,26.6,119.882,2.908,11:41:16.005
1501,0.703,0.0,120.089,10.0,3.172,21.7,21.7,0.25,30.7,0.0,35.5,26.6,120.089,3.134,11:41:17.220
1502,0.682,0.0,120.017,10.0,3.814,21.7,20.3,0.273,30.9,0.0,35.3,24.5,120.017,3.134,11:41:18.422
1503,0.73,0.0,119.865,10.0,4.04,21.7,20.3,0.247,31.4,0.0,35.7,24.5,119.865,3.738,11:41:19.628
1504,0.671,0.0,120.094,10.0,4.229,21.7,21.7,0.24,30.4,0.0,35.5,26.6,120.094,2.756,11:41:20.829
1505,0.697,0.0,120.195,10.0,3.852,21.7,21.7,0.273,31.1,0.0,35.5,26.6,120.195,3.398,11:41:22.044
1506,0.698,0.0,119.627,10.0,3.663,21.7,20.3,0.243,30.9,0.0,35.5,24.5,119.627,2.908,11:41:23.262
1507,0.692,0.0,119.938,10.0,3.889,21.7,20.2,0.256,31.1,0.0,35.1,24.5,119.938,2.832,11:41:24.489
1508,0.682,0.0,120.267,10.0,2.87,21.7,20.2,0.271,30.9,0.0,35.3,24.5,120.267,2.53,11:41:25.704
1509,0.71,0.0,120.32,10.0,4.154,23.1,20.2,0.264,31.4,0.0,35.1,24.5,120.32,2.756,11:41:26.920
1510,0.698,0.0,119.948,10.0,4.267,23.2,20.2,0.276,31.1,0.0,35.3,24.5,119.948,3.247,11:41:28.153
1511,0.693,0.0,119.808,10.0,3.852,21.7,20.2,0.245,31.4,0.0,35.5,24.5,119.808,2.379,11:41:29.351
1512,0.717,0.0,119.938,10.0,4.72,21.7,21.7,0.256,31.4,0.0,35.3,26.7,119.938,2.681,11:41:30.563
1513,0.719,0.0,119.58,10.0,4.04,21.7,21.7,0.247,31.6,0.0,35.5,26.6,119.58,2.719,11:41:31.781
1514,0.715,0.0,120.087,10.0,3.776,23.1,20.2,0.259,31.4,0.0,35.5,24.6,120.087,2.832,11:41:32.982
1515,0.724,0.0,120.696,10.0,3.134,23.1,20.3,0.242,31.8,0.0,35.5,24.6,120.696,2.568,11:41:34.193
1516,0.703,0.0,119.695,10.0,4.682,21.7,20.2,0.266,31.4,0.0,35.5,26.7,119.695,2.794,11:41:35.402
1517,0.714,0.0,119.898,10.0,3.927,21.7,20.2,0.276,30.9,0.0,35.1,26.7,119.898,3.21,11:41:36.621
1518,0.731,0.0,119.707,10.0,3.663,21.7,21.7,0.255,30.9,0.0,35.1,24.6,119.707,2.568,11:41:37.836
1519,0.71,0.0,120.651,10.0,4.796,21.7,20.2,0.294,30.7,0.0,35.5,24.6,120.651,2.756,11:41:39.055
1520,0.736,0.0,119.977,10.0,3.549,23.1,20.2,0.27,31.4,0.0,35.1,24.6,119.977,3.059,11:41:40.254
1521,0.71,0.0,119.5,10.0,4.078,23.1,20.2,0.259,31.1,0.0,35.1,24.6,119.5,3.398,11:41:41.485
1522,0.701,0.0,119.863,10.0,2.945,21.7,20.2,0.261,31.6,0.0,35.5,24.6,119.863,3.474,11:41:42.691
1523,0.74,0.0,119.925,10.0,4.04,21.7,21.6,0.259,30.9,0.0,35.5,26.7,119.925,2.719,11:41:43.907
1524,0.714,0.0,119.922,10.0,4.003,21.7,21.7,0.266,31.6,0.0,35.5,26.7,119.922,3.323,11:41:45.121
1525,0.726,0.0,119.598,10.0,4.078,21.7,21.7,0.256,31.6,0.0,35.3,26.7,119.598,2.681,11:41:46.340
1526,0.714,0.0,119.958,10.0,3.814,21.7,20.2,0.265,32.0,0.0,35.5,24.6,119.958,2.681,11:41:47.566
1527,0.721,0.0,119.932,10.0,3.889,21.7,20.2,0.261,31.1,0.0,35.5,24.7,119.932,2.417,11:41:48.782
1528,0.72,0.0,120.131,10.0,4.72,23.1,20.2,0.27,30.7,0.0,35.9,24.6,120.131,2.756,11:41:49.993
1529,0.71,0.0,120.176,10.0,3.323,21.7,20.2,0.265,30.7,0.0,35.7,26.7,120.176,3.247,11:41:51.191
1530,0.715,0.0,119.089,10.0,4.493,21.7,21.6,0.28,31.1,0.0,34.9,26.7,119.089,3.738,11:41:52.403
1531,0.709,0.0,119.802,10.0,4.456,21.7,20.2,0.269,30.9,0.0,35.5,24.7,119.802,3.549,11:41:53.618
1532,0.696,0.0,119.903,10.0,3.587,23.1,20.2,0.281,31.4,0.0,35.5,24.7,119.903,2.341,11:41:54.814
1533,0.71,0.0,120.043,10.0,4.531,23.1,20.2,0.254,31.1,0.0,35.7,24.7,120.043,3.738,11:41:56.046
1534,0.717,0.0,120.199,10.0,3.474,23.1,20.2,0.242,30.9,0.0,35.5,24.7,120.199,2.53,11:41:57.262
1535,0.724,0.0,120.283,10.0,4.758,21.6,20.2,0.289,31.4,0.0,35.1,26.8,120.283,3.361,11:41:58.479
1536,0.715,0.0,121.046,10.0,3.247,21.7,20.2,0.27,30.9,0.0,35.5,24.7,121.046,3.323,11:41:59.678
1537,0.731,0.0,119.656,10.0,4.003,23.1,20.2,0.26,31.4,0.0,35.3,24.7,119.656,3.021,11:42:00.875
1538,0.725,0.0,120.012,10.0,4.984,23.1,20.2,0.27,31.4,0.0,35.3,24.7,120.012,2.832,11:42:02.094
1539,0.75,0.0,120.17,10.0,3.889,21.6,21.6,0.266,31.6,0.0,35.3,26.8,120.17,2.53,11:42:03.287
1540,0.726,0.0,119.888,10.0,4.418,21.6,21.6,0.264,31.6,0.0,35.7,26.8,119.888,2.756,11:42:04.499
1541,0.687,0.0,120.694,10.0,3.361,23.1,20.1,0.271,31.1,0.0,35.3,24.7,120.694,2.152,11:42:05.714
1542,0.715,0.0,120.238,10.0,3.738,23.1,20.2,0.266,31.4,0.0,35.9,24.7,120.238,2.908,11:42:06.931
1543,0.724,0.0,119.865,10.0,3.625,21.6,20.1,0.27,30.7,0.0,35.5,24.7,119.865,3.021,11:42:08.142
1544,0.735,0.0,119.999,10.0,3.663,21.6,20.1,0.265,31.4,0.0,35.7,24.7,119.999,2.908,11:42:09.371
1545,0.724,0.0,120.053,10.0,4.758,21.6,21.6,0.254,30.7,0.0,35.9,24.7,120.053,2.756,11:42:10.586
1546,0.707,0.0,120.216,10.0,3.172,21.6,21.6,0.264,31.1,0.0,35.9,26.8,120.216,2.756,11:42:11.805
1547,0.753,0.0,120.165,10.0,4.531,21.6,20.1,0.269,31.4,0.0,35.5,24.7,120.165,3.172,11:42:13.041
1548,0.719,0.0,119.923,10.0,3.398,21.6,20.1,0.261,31.1,0.0,35.7,26.8,119.923,3.323,11:42:14.241
1549,0.731,0.0,120.262,10.0,3.436,23.0,20.1,0.271,30.9,0.0,35.5,24.7,120.262,2.605,11:42:15.439
1550,0.735,0.0,119.845,10.0,3.021,23.0,20.1,0.261,31.6,0.0,35.5,24.8,119.845,3.021,11:42:16.672
1551,0.702,0.0,119.743,10.0,3.172,21.6,20.1,0.271,31.1,0.0,35.5,24.8,119.743,2.719,11:42:17.873
1552,0.725,0.0,120.104,10.0,4.38,21.6,21.6,0.269,30.9,0.0,35.5,26.8,120.104,2.756,11:42:19.083
1553,0.726,0.0,120.178,10.0,4.116,23.0,20.1,0.275,31.8,0.0,35.1,24.8,120.178,2.53,11:42:20.282
1554,0.71,0.0,119.889,10.0,3.889,23.0,20.1,0.269,31.4,0.0,36.1,24.8,119.889,2.605,11:42:21.501
1555,0.71,0.0,120.061,10.0,3.965,23.0,20.1,0.276,31.4,0.0,35.5,24.8,120.061,3.059,11:42:22.723
1556,0.731,0.0,120.44,10.0,3.738,21.6,20.1,0.243,31.6,0.0,35.3,24.8,120.44,2.983,11:42:23.942
1557,0.726,0.0,120.025,10.0,3.889,21.6,21.6,0.288,32.2,0.0,35.5,24.8,120.025,2.983,11:42:25.157
1558,0.736,0.0,119.641,10.0,3.474,21.6,21.6,0.256,30.9,0.0,35.5,24.8,119.641,2.983,11:42:26.373
1559,0.725,0.0,119.897,10.0,4.531,21.6,20.1,0.275,31.4,0.0,35.7,26.9,119.897,3.398,11:42:27.599
1560,0.726,0.0,120.321,10.0,3.549,21.6,20.1,0.256,30.9,0.0,35.5,26.9,120.321,2.417,11:42:28.806
1561,0.717,0.0,119.788,10.0,3.361,21.6,20.1,0.243,31.4,0.0,35.1,24.8,119.788,2.756,11:42:30.002
1562,0.719,0.0,120.354,10.0,2.605,21.6,21.6,0.233,30.9,0.0,35.5,24.8,120.354,2.492,11:42:31.199
1563,0.717,0.0,120.511,10.0,3.7,21.6,21.6,0.27,31.6,0.0,35.3,24.8,120.511,3.738,11:42:32.428
1564,0.715,0.0,120.064,10.0,4.04,21.6,21.6,0.278,31.4,0.0,35.7,24.8,120.064,3.285,11:42:33.657
1565,0.743,0.0,119.142,10.0,3.776,21.6,20.1,0.238,31.8,0.0,35.5,26.9,119.142,3.625,11:42:34.877
1566,0.717,0.0,120.288,10.0,4.607,23.0,20.1,0.264,31.1,0.0,35.5,26.9,120.288,2.53,11:42:36.086
1567,0.736,0.0,119.921,10.0,4.342,21.6,20.1,0.255,30.9,0.0,35.5,24.8,119.921,2.152,11:42:37.316
1568,0.714,0.0,120.003,10.0,4.607,23.0,20.1,0.254,31.6,0.0,35.5,24.8,120.003,2.756,11:42:38.528
1569,0.741,0.0,120.425,10.0,3.021,23.0,20.1,0.269,31.6,0.0,35.5,24.8,120.425,3.172,11:42:39.758
1570,0.687,0.0,119.88,10.0,3.398,23.0,20.1,0.295,32.0,0.0,35.9,26.9,119.88,3.021,11:42:40.989
1571,0.712,0.0,120.66,10.0,2.87,23.0,20.1,0.283,31.6,0.0,35.5,24.8,120.66,2.681,11:42:42.206
1572,0.692,0.0,120.378,10.0,3.814,23.0,20.1,0.288,30.7,0.0,35.5,24.8,120.378,2.945,11:42:43.442
1573,0.687,0.0,119.628,10.0,3.776,23.0,20.1,0.299,31.6,0.0,35.5,24.8,119.628,3.323,11:42:44.658
1574,0.719,0.0,119.633,10.0,3.663,21.6,20.1,0.269,31.8,0.0,35.5,24.8,119.633,2.945,11:42:45.873
1575,0.712,0.0,119.964,10.0,4.531,21.6,20.1,0.28,31.6,0.0,35.5,24.9,119.964,2.908,11:42:47.104
1576,0.73,0.0,120.07,10.0,3.096,21.6,20.1,0.26,31.1,0.0,35.9,24.9,120.07,2.077,11:42:48.323
1577,0.734,0.0,120.316,10.0,4.003,21.6,21.5,0.25,30.9,0.0,35.7,24.9,120.316,2.719,11:42:49.542
1578,0.714,0.0,119.834,10.0,2.794,21.6,20.1,0.269,31.4,0.0,35.5,27.0,119.834,2.87,11:42:50.744
1579,0.714,0.0,120.171,10.0,4.305,21.6,20.1,0.276,31.6,0.0,35.5,27.0,120.171,2.719,11:42:51.975
1580,0.719,0.0,120.008,10.0,3.021,23.0,20.1,0.26,30.9,0.0,35.7,26.9,120.008,3.096,11:42:53.187
1581,0.707,0.0,119.98,10.0,3.172,23.0,20.1,0.266,31.6,0.0,35.9,24.9,119.869,2.379,11:42:54.398
1582,0.721,0.0,120.003,10.0,4.72,21.5,21.5,0.265,31.4,0.0,35.9,24.9,120.003,2.681,11:42:55.596
1583,0.726,0.0,120.242,10.0,4.229,21.6,20.1,0.242,31.6,0.0,35.5,27.0,120.242,2.303,11:42:56.807
1584,0.724,0.0,119.963,10.0,4.531,21.6,21.5,0.28,31.4,0.0,35.7,24.9,119.963,3.096,11:42:58.056
1585,0.726,0.0,120.129,10.0,4.116,21.5,21.5,0.269,31.1,0.0,35.5,24.9,120.129,1.926,11:42:59.278
1586,0.748,0.0,120.052,10.0,3.512,21.5,21.5,0.264,31.1,0.0,35.7,24.9,120.052,2.832,11:43:00.492
1587,0.753,0.0,119.962,10.0,3.134,21.5,21.5,0.273,31.1,0.0,35.7,24.9,119.962,3.21,11:43:01.728
1588,0.701,0.0,120.129,10.0,3.247,21.6,20.1,0.28,30.9,0.0,36.1,27.0,120.129,3.096,11:43:02.941
1589,0.735,0.0,120.377,10.0,3.059,21.5,20.1,0.264,31.6,0.0,35.7,27.0,120.377,3.398,11:43:04.175
1590,0.725,0.0,120.212,10.0,3.172,21.5,21.5,0.256,30.7,0.0,35.5,24.9,120.212,2.87,11:43:05.424
1591,0.726,0.0,120.062,10.0,3.776,21.5,21.5,0.265,31.1,0.0,35.5,24.9,120.062,2.87,11:43:06.640
1592,0.754,0.0,119.678,10.0,4.078,21.5,21.5,0.265,31.6,0.0,35.5,24.9,119.678,2.832,11:43:07.862
1593,0.729,0.0,119.893,10.0,4.72,21.5,21.5,0.276,31.6,0.0,35.5,24.9,119.893,3.096,11:43:09.106
1594,0.734,0.0,120.167,10.0,3.738,21.5,21.5,0.259,31.6,0.0,35.5,24.9,120.167,1.888,11:43:10.324
1595,0.735,0.0,119.983,10.0,4.154,21.5,21.5,0.265,30.9,0.0,36.1,24.9,119.983,3.512,11:43:11.555
1596,0.731,0.0,120.075,10.0,3.7,21.5,21.5,0.264,31.6,0.0,35.9,24.9,120.075,2.152,11:43:12.785
1597,0.72,0.0,119.955,10.0,4.116,21.5,21.5,0.266,31.4,0.0,35.5,24.9,119.955,2.53,11:43:13.999
1598,0.729,0.0,120.17,10.0,3.398,21.5,20.1,0.26,31.6,0.0,35.9,27.0,120.17,2.53,11:43:15.221
1599,0.753,0.0,120.173,10.0,3.965,22.9,20.0,0.256,31.6,0.0,35.5,27.1,120.173,2.983,11:43:16.433
1600,0.736,0.0,120.214,10.0,3.663,23.0,20.0,0.291,30.9,0.0,35.5,24.9,120.214,2.719,11:43:17.649
1601,0.726,0.0,119.775,10.0,3.512,21.5,20.0,0.269,31.4,0.0,35.5,24.9,119.719,2.53,11:43:18.867
1602,0.751,0.0,119.983,10.0,3.965,21.5,20.0,0.269,31.8,0.0,35.5,24.9,119.983,2.945,11:43:20.086
1603,0.759,0.0,120.053,10.0,3.323,22.9,20.0,0.259,31.6,0.0,35.7,25.0,120.053,2.115,11:43:21.317
1604,0.739,0.0,120.14,10.0,5.173,21.5,20.0,0.261,31.4,0.0,35.7,25.0,120.14,3.096,11:43:22.539
1605,0.75,0.0,120.005,10.0,3.134,21.5,21.5,0.269,31.1,0.0,35.7,25.0,120.005,2.341,11:43:23.749
1606,0.741,0.0,119.938,10.0,4.229,21.5,21.5,0.26,31.6,0.0,35.5,25.0,119.938,2.605,11:43:24.978
1607,0.736,0.0,120.198,10.0,3.361,21.5,21.5,0.26,31.4,0.0,35.5,25.0,120.198,2.379,11:43:26.210
1608,0.769,0.0,119.996,10.0,3.21,21.5,20.0,0.275,31.8,0.0,35.7,25.0,119.996,3.021,11:43:27.438
1609,0.748,0.0,119.162,10.0,4.305,21.5,21.5,0.273,30.9,0.0,35.9,25.0,119.162,3.398,11:43:28.659
1610,0.745,0.0,119.858,10.0,3.285,21.5,20.0,0.278,32.0,0.0,35.5,27.1,119.858,2.341,11:43:29.873
1611,0.731,0.0,119.815,10.0,4.267,21.5,20.0,0.28,30.9,0.0,35.7,27.1,119.815,2.039,11:43:31.088
1612,0.74,0.0,119.733,10.0,3.965,21.5,20.0,0.27,31.6,0.0,35.5,25.0,119.733,2.039,11:43:32.315
1613,0.736,0.0,119.762,10.0,3.965,22.9,20.0,0.259,31.1,0.0,35.5,25.0,119.762,2.039,11:43:33.527
1614,0.735,0.0,120.125,10.0,3.134,22.9,20.0,0.276,31.4,0.0,35.7,25.0,120.125,2.379,11:43:34.751
1615,0.731,0.0,120.0,10.0,3.927,22.9,20.0,0.276,31.6,0.0,36.1,25.0,120.0,2.53,11:43:35.969
1616,0.751,0.0,119.505,10.0,2.908,21.5,20.0,0.26,30.4,0.0,35.1,25.0,119.505,2.983,11:43:37.197
1617,0.745,0.0,120.0,10.0,3.965,21.5,20.0,0.273,32.0,0.0,35.9,25.0,120.0,2.719,11:43:38.409
1618,0.725,0.0,119.931,10.0,3.625,21.5,21.5,0.271,30.9,0.0,36.1,25.0,119.931,2.756,11:43:39.620
1619,0.746,0.0,119.998,10.0,3.625,21.5,20.0,0.254,32.2,0.0,36.1,27.1,119.998,1.964,11:43:40.836
1620,0.724,0.0,119.937,10.0,3.738,21.5,20.0,0.266,31.6,0.0,36.1,27.1,119.937,2.756,11:43:42.064
1621,0.726,0.0,119.609,10.0,3.625,22.9,20.0,0.256,30.9,0.0,35.5,27.1,119.609,2.492,11:43:43.270
1622,0.741,0.0,120.019,10.0,3.625,22.9,20.0,0.261,31.1,0.0,35.5,25.0,120.019,2.832,11:43:44.488
1623,0.746,0.0,119.939,10.0,3.323,22.9,20.0,0.265,31.6,0.0,35.9,25.0,119.939,3.172,11:43:45.722
1624,0.759,0.0,120.388,10.0,3.738,22.9,20.0,0.242,31.6,0.0,35.7,25.0,120.388,3.021,11:43:46.937
1625,0.767,0.0,119.152,10.0,3.965,21.5,20.0,0.269,30.9,0.0,35.5,25.0,119.152,3.663,11:43:48.150
1626,0.751,0.0,119.783,10.0,3.889,21.5,21.5,0.261,31.8,0.0,36.1,25.1,119.783,3.096,11:43:49.361
1627,0.735,0.0,120.002,10.0,3.889,21.5,20.0,0.261,31.4,0.0,35.7,27.1,120.002,2.152,11:43:50.571
1628,0.759,0.0,120.108,10.0,4.154,22.9,20.0,0.261,31.4,0.0,35.5,27.1,120.108,2.266,11:43:51.783
1629,0.726,0.0,119.955,10.0,4.418,22.9,20.0,0.278,32.0,0.0,35.5,27.2,119.955,2.379,11:43:53.009
1630,0.759,0.0,120.143,10.0,3.663,22.9,20.0,0.271,31.8,0.0,35.9,25.1,120.143,2.492,11:43:54.226
1631,0.764,0.0,120.105,10.0,4.267,22.9,20.0,0.284,31.1,0.0,35.5,27.1,120.105,2.001,11:43:55.464
1632,0.751,0.0,120.01,10.0,3.021,22.9,20.0,0.27,31.4,90.0,35.5,27.1,120.01,2.794,11:43:56.697
1633,0.751,0.0,119.311,10.0,3.512,22.9,20.0,0.276,31.1,90.0,36.1,25.1,119.311,3.059,11:43:57.914
1634,0.754,0.0,119.55,10.0,4.229,22.9,20.0,0.266,31.6,90.0,36.1,27.2,119.55,3.323,11:43:59.148
1635,0.757,0.0,119.985,10.0,2.832,22.9,20.0,0.259,32.0,90.0,35.5,27.2,119.985,1.964,11:44:00.380
1636,0.758,0.0,120.009,10.0,4.003,22.9,20.0,0.27,31.6,90.0,36.1,27.2,120.009,2.492,11:44:01.596
1637,0.769,0.0,119.763,10.0,3.172,21.5,20.0,0.266,31.6,90.0,35.5,25.1,119.763,2.379,11:44:02.814
1638,0.757,0.0,119.757,10.0,5.286,21.5,21.4,0.255,31.8,90.0,35.7,25.1,119.757,2.115,11:44:04.027
1639,0.748,0.0,120.013,10.0,3.625,21.5,21.5,0.256,31.6,90.0,35.9,25.1,120.013,2.417,11:44:05.240
1640,0.743,0.0,120.575,10.0,3.21,21.5,20.0,0.275,32.0,90.0,35.5,25.1,120.575,1.964,11:44:06.454
1641,0.753,0.0,120.062,10.0,2.945,21.5,20.0,0.284,30.9,90.0,35.9,25.1,120.062,2.643,11:44:07.678
1642,0.762,0.0,119.858,10.0,3.549,22.9,20.0,0.261,31.6,90.0,35.7,27.2,119.858,2.19,11:44:08.892
1643,0.757,0.0,119.829,10.0,3.927,22.9,20.0,0.269,31.4,90.0,35.5,25.1,119.829,2.303,11:44:10.100
1644,0.757,0.0,119.855,10.0,3.852,22.9,20.0,0.265,31.1,90.0,35.7,25.1,119.855,2.077,11:44:11.336
1645,0.768,0.0,119.822,10.0,3.965,21.5,20.0,0.273,31.4,90.0,35.9,25.1,119.822,3.059,11:44:12.551
1646,0.748,0.0,119.818,10.0,3.172,21.4,21.4,0.261,30.9,90.0,35.5,25.1,119.818,2.454,11:44:13.761
1647,0.804,3.0,120.077,171.6,4.116,21.5,21.4,0.269,31.6,90.0,35.5,25.1,120.077,2.266,11:44:14.986
1648,1.716,3.0,119.97,171.6,2.756,21.5,21.4,0.413,30.9,90.0,35.7,25.1,119.97,2.19,11:44:16.199
1649,1.449,3.0,120.503,171.6,4.154,21.5,20.0,0.327,31.8,90.0,35.7,25.1,120.503,2.417,11:44:17.423
1650,1.268,3.0,120.015,171.6,3.663,21.4,20.0,0.331,31.1,90.0,35.9,25.1,120.015,2.303,11:44:18.652
1651,1.282,3.0,119.613,171.6,2.908,21.4,20.0,0.298,31.8,90.0,35.5,25.1,119.613,2.53,11:44:19.867
1652,1.239,3.0,119.818,171.6,3.776,22.9,20.0,0.31,30.9,90.0,35.7,27.2,119.818,2.19,11:44:21.081
1653,1.221,3.0,121.528,171.6,4.493,21.4,20.0,0.304,31.4,90.0,35.7,27.2,121.528,2.417,11:44:22.298
1654,1.243,3.0,119.942,171.6,4.116,21.4,19.9,0.299,31.6,90.0,35.7,25.1,119.942,2.454,11:44:23.508
1655,1.174,3.0,120.461,171.6,3.512,21.4,21.4,0.294,30.9,90.0,36.1,25.2,120.461,2.152,11:44:24.720
1656,1.2,3.0,120.154,171.6,4.418,21.5,21.4,0.273,31.6,90.0,36.1,25.1,120.154,3.021,11:44:25.963
1657,1.217,3.0,119.955,171.6,3.474,22.9,19.9,0.291,32.2,90.0,36.1,27.2,119.955,2.983,11:44:27.223
1658,1.06,3.0,120.265,171.6,4.04,22.9,19.9,0.305,30.9,90.0,35.9,27.2,120.265,2.454,11:44:28.454
1659,1.177,3.0,120.21,171.6,3.059,22.9,19.9,0.283,31.6,90.0,35.7,27.2,120.21,2.983,11:44:29.692
1660,1.169,3.0,119.071,171.6,4.154,22.9,19.9,0.289,31.6,90.0,36.1,27.2,119.071,4.758,11:44:30.906
1661,1.168,3.0,119.873,171.6,3.285,21.4,19.9,0.316,32.0,90.0,35.7,27.2,119.873,2.794,11:44:32.121
1662,1.157,3.0,119.983,171.6,3.587,21.4,21.4,0.293,31.1,90.0,35.7,25.2,119.983,2.266,11:44:33.338
1663,1.115,3.0,120.07,171.6,3.587,21.5,21.4,0.293,31.4,90.0,35.9,25.2,120.07,2.341,11:44:34.570
1664,1.107,3.0,120.114,171.6,4.154,21.4,19.9,0.299,31.4,90.0,35.7,25.2,120.114,2.039,11:44:35.782
1665,1.172,3.0,119.964,171.6,3.889,21.4,19.9,0.304,31.8,90.0,35.9,25.2,119.964,3.021,11:44:36.994
1666,1.078,3.0,120.365,171.6,2.945,22.9,19.9,0.291,31.4,90.0,35.9,25.2,120.365,2.228,11:44:38.210
