Log,ac_flowrate,mixer_torque_M1,mixer_torque_M2,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_speed_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,cp_pressure,mixer_speed_M1,Time
547,0.0,2.454,4.909,26.9,1.5,0.242,24.4,119.756,25.2,22.9,0.455,119.756,12:27:51.424
548,0.0,3.512,2.87,26.9,1.5,0.233,24.4,120.224,25.9,23.6,0.463,120.224,12:27:52.564
549,0.0,2.908,2.643,26.9,1.5,0.231,24.4,120.095,25.7,23.6,0.449,120.095,12:27:53.708
550,0.0,2.228,2.908,26.9,1.5,0.261,24.4,121.223,25.2,23.4,0.458,121.223,12:27:54.857
551,0.0,2.568,2.794,26.9,1.5,0.245,24.4,121.686,25.4,23.2,0.476,121.686,12:27:55.999
552,0.0,3.361,4.682,26.9,1.5,0.219,24.4,119.447,25.7,23.2,0.454,119.447,12:27:57.132
553,0.0,2.681,2.681,26.9,1.5,0.233,24.4,120.602,25.4,23.4,0.465,120.602,12:27:58.274
554,0.0,2.303,3.285,25.4,1.5,0.259,24.4,119.987,25.7,23.4,0.453,119.987,12:27:59.411
555,0.0,4.116,3.776,25.4,1.5,0.254,24.4,119.904,25.7,23.8,0.421,119.904,12:28:00.547
556,0.0,3.21,3.436,25.4,1.5,0.247,24.4,120.427,25.7,23.4,0.476,120.427,12:28:01.684
557,0.0,2.719,3.889,26.9,1.5,0.266,24.4,121.113,25.7,23.4,0.496,121.113,12:28:02.838
558,0.0,4.04,3.738,26.9,1.5,0.299,24.4,120.845,25.7,23.6,0.455,120.845,12:28:03.975
559,0.0,2.719,3.059,25.4,1.5,0.261,24.4,119.936,25.9,23.8,0.486,119.936,12:28:05.109
560,0.0,3.134,3.134,25.4,1.5,0.305,24.4,119.757,25.4,24.1,0.439,119.757,12:28:06.248
561,0.0,2.379,4.38,26.9,1.5,0.255,24.4,120.058,25.4,23.2,0.491,120.058,12:28:07.391
562,0.0,3.323,2.266,25.4,1.5,0.233,24.4,119.073,25.4,23.2,0.508,119.073,12:28:08.530
563,0.0,4.191,3.625,26.9,1.5,0.25,24.4,118.924,25.4,23.4,0.482,118.924,12:28:09.677
564,0.0,3.059,2.643,26.9,1.5,0.237,24.4,120.237,25.4,22.7,0.458,120.237,12:28:10.812
565,0.0,2.908,2.756,25.4,1.5,0.264,24.4,119.642,25.9,23.6,0.479,119.642,12:28:11.942
566,0.0,2.908,3.625,25.4,1.5,0.255,24.4,119.841,25.7,23.4,0.459,119.841,12:28:13.083
567,0.0,2.945,4.267,25.4,1.5,0.226,24.4,120.315,25.9,23.8,0.459,120.315,12:28:14.223
568,0.0,2.756,4.04,25.4,1.5,0.275,24.4,120.921,25.9,23.8,0.455,120.921,12:28:15.362
569,0.0,3.096,2.379,25.4,1.5,0.269,25.9,120.019,25.7,23.8,0.441,120.019,12:28:16.502
570,0.0,3.21,2.794,25.4,1.5,0.328,24.4,119.701,25.4,23.2,0.463,119.701,12:28:17.652
571,0.0,3.738,3.738,25.4,1.5,0.259,24.4,119.052,25.9,23.4,0.45,119.052,12:28:18.788
572,0.0,1.926,3.776,25.4,1.5,0.255,24.4,120.042,25.9,23.8,0.526,120.042,12:28:19.922
573,0.0,3.587,2.719,25.4,1.5,0.248,25.9,119.57,25.9,23.8,0.443,119.57,12:28:21.060
574,0.0,2.983,3.323,25.5,1.5,0.259,25.9,119.972,25.9,23.8,0.428,119.972,12:28:22.196
575,0.0,3.512,3.512,25.4,1.5,0.261,25.9,119.426,25.4,22.9,0.455,119.426,12:28:23.335
576,0.0,4.191,3.738,25.5,1.5,0.254,25.9,118.687,25.9,23.6,0.45,118.687,12:28:24.472
577,0.0,2.719,3.096,25.4,1.5,0.243,25.9,120.008,25.4,24.3,0.476,120.008,12:28:25.609
578,0.0,3.398,2.945,25.4,1.5,0.375,25.9,120.413,25.4,23.6,0.407,120.413,12:28:26.748
579,0.0,2.643,2.681,25.4,1.5,0.247,25.9,120.745,25.7,23.4,0.448,120.745,12:28:27.889
580,0.0,2.266,2.492,25.5,1.5,0.198,25.9,120.178,25.9,23.4,0.46,120.178,12:28:29.025
581,0.0,2.115,3.285,25.4,1.5,0.243,25.9,120.527,25.9,24.3,0.476,120.527,12:28:30.162
582,0.0,3.814,2.983,25.5,1.5,0.247,24.5,120.136,25.9,23.8,0.465,120.136,12:28:31.300
583,0.0,2.908,3.436,25.4,1.5,0.255,24.5,119.647,25.9,24.1,0.472,119.647,12:28:32.433
584,0.0,3.172,2.794,25.5,1.5,0.242,24.5,119.691,25.4,23.4,0.476,119.691,12:28:33.587
585,0.0,2.605,3.247,25.4,1.5,0.237,25.9,120.076,26.1,23.6,0.417,120.076,12:28:34.737
586,0.0,2.832,3.323,25.4,1.5,0.236,26.0,120.025,25.4,23.4,0.449,120.025,12:28:35.872
587,0.0,2.983,2.719,25.5,1.5,0.237,24.5,120.095,25.7,24.1,0.453,120.095,12:28:37.008
588,0.0,2.945,3.512,25.5,1.5,0.214,24.5,120.142,26.1,23.4,0.465,120.142,12:28:38.149
589,0.0,2.492,3.096,25.4,1.5,0.304,24.5,120.162,25.7,23.2,0.496,120.162,12:28:39.280
590,0.0,2.908,3.738,25.5,1.5,0.27,25.9,119.858,25.9,23.8,0.47,119.858,12:28:40.436
591,0.0,4.72,2.832,25.5,1.5,0.243,26.0,119.192,25.7,22.9,0.546,119.192,12:28:41.573
592,0.0,2.719,2.908,25.5,1.5,0.254,24.5,119.823,25.7,23.8,0.458,119.823,12:28:42.708
593,0.0,2.832,3.738,25.5,1.5,0.233,24.5,119.874,26.1,23.2,0.465,119.874,12:28:43.845
594,0.0,3.852,3.059,25.5,1.5,0.237,24.5,119.094,25.7,23.4,0.455,119.094,12:28:44.988
595,0.0,3.172,3.285,25.5,1.5,0.278,24.5,120.383,25.9,23.2,0.446,120.383,12:28:46.129
596,0.0,3.738,3.474,25.5,1.5,0.273,24.5,120.316,25.7,23.8,0.435,120.316,12:28:47.269
597,0.0,2.454,4.909,25.5,1.5,0.304,24.5,120.34,25.9,23.6,0.464,120.34,12:28:48.410
598,0.0,2.87,2.908,25.5,1.5,0.299,24.5,119.909,25.9,23.2,0.439,119.909,12:28:49.551
599,0.0,2.53,3.889,26.9,1.5,0.261,24.5,119.915,25.9,24.5,0.486,119.915,12:28:50.678
600,0.0,3.474,3.323,26.9,1.5,0.248,24.5,120.038,26.6,23.8,0.479,120.038,12:28:51.818
601,0.0,2.643,2.643,26.9,1.5,0.248,24.5,119.612,25.7,23.4,0.464,119.612,12:28:52.959
602,0.0,3.247,4.003,25.5,1.5,0.264,24.5,120.168,25.9,24.1,0.43,120.168,12:28:54.114
603,0.0,4.569,2.756,25.5,1.5,0.313,24.5,119.236,25.7,23.8,0.428,119.236,12:28:55.254
604,0.0,2.794,3.7,25.5,1.5,0.227,26.0,119.93,25.9,23.2,0.421,119.93,12:28:56.407
605,0.0,3.247,2.417,25.5,1.5,0.265,24.5,120.057,26.1,23.8,0.459,120.057,12:28:57.540
606,0.0,3.059,3.512,25.5,1.5,0.259,24.5,120.127,26.1,23.6,0.433,120.127,12:28:58.674
607,0.0,3.587,2.794,25.5,1.5,0.273,26.0,121.169,25.9,24.1,0.421,121.169,12:28:59.825
608,0.0,3.474,3.512,25.5,1.5,0.276,26.0,119.209,25.7,23.8,0.441,119.209,12:29:00.963
609,0.0,2.945,3.474,25.5,1.5,0.259,26.0,120.359,25.9,24.8,0.449,120.359,12:29:02.111
610,0.0,3.323,2.908,25.5,1.5,0.264,26.0,120.061,26.3,22.9,0.498,120.061,12:29:03.248
611,0.0,2.53,2.492,25.5,1.5,0.245,24.5,119.942,25.9,24.5,0.487,119.942,12:29:04.389
612,0.0,3.059,2.379,25.5,1.5,0.238,24.5,119.823,26.3,23.8,0.502,119.823,12:29:05.529
613,0.0,2.454,3.096,25.5,1.5,0.238,24.5,120.483,26.3,23.8,0.474,120.483,12:29:06.667
614,0.0,2.756,3.21,25.5,1.5,0.259,26.0,120.397,25.9,23.8,0.472,120.397,12:29:07.819
615,0.0,2.605,2.643,25.5,1.5,0.265,26.0,119.547,25.9,23.6,0.459,119.547,12:29:08.961
616,0.0,3.587,3.927,25.5,1.5,0.286,24.5,120.281,26.1,24.5,0.426,120.281,12:29:10.113
617,0.0,3.398,2.983,25.5,1.5,0.273,26.0,120.038,25.9,23.4,0.488,120.038,12:29:11.249
618,0.0,2.417,3.398,25.5,1.5,0.291,26.0,119.842,26.1,24.3,0.449,119.842,12:29:12.390
619,0.0,4.267,2.039,25.5,1.5,0.226,26.0,119.15,25.7,24.1,0.453,119.15,12:29:13.523
620,0.0,2.417,3.436,25.5,1.5,0.236,26.0,120.162,26.1,23.8,0.449,120.162,12:29:14.658
621,0.0,3.549,3.398,25.5,1.5,0.251,24.5,119.421,25.9,23.4,0.46,119.421,12:29:15.798
622,0.0,2.794,4.191,25.5,1.5,0.237,26.0,119.958,26.1,23.4,0.469,119.958,12:29:16.949
623,0.0,2.832,3.21,25.5,1.5,0.248,26.0,119.333,26.1,23.8,0.472,119.333,12:29:18.087
624,0.0,2.794,3.852,25.5,1.5,0.233,26.0,120.158,25.9,23.4,0.487,120.158,12:29:19.224
625,0.0,2.605,3.625,25.5,1.5,0.232,26.0,119.971,26.3,23.4,0.479,119.971,12:29:20.360
626,0.0,3.21,2.643,25.5,1.5,0.264,24.5,119.938,26.3,23.8,0.474,119.938,12:29:21.495
627,0.0,3.285,2.945,25.5,1.5,0.197,26.0,119.867,26.3,23.8,0.477,119.867,12:29:22.648
628,0.0,2.568,2.756,25.5,1.5,0.256,26.0,120.247,26.6,23.8,0.435,120.247,12:29:23.787
629,0.0,2.53,4.342,25.5,1.5,0.26,26.0,120.148,26.3,23.8,0.416,120.148,12:29:24.922
630,0.0,3.247,2.53,25.5,1.5,0.232,26.0,119.817,26.3,23.4,0.439,119.817,12:29:26.076
631,0.0,2.568,2.908,25.5,1.5,0.28,26.0,119.673,26.3,24.1,0.439,119.673,12:29:27.213
632,0.0,2.568,3.889,25.5,1.5,0.238,24.5,120.183,25.9,23.4,0.463,120.183,12:29:28.351
633,0.0,3.323,2.908,25.5,1.5,0.281,26.0,119.657,26.6,24.1,0.511,119.657,12:29:29.499
634,0.0,2.756,2.417,25.5,1.5,0.217,26.0,120.504,26.1,24.1,0.47,120.504,12:29:30.638
635,0.0,2.568,3.398,25.5,1.5,0.271,26.0,120.664,25.9,23.6,0.516,120.664,12:29:31.779
636,0.0,2.039,3.738,25.5,1.5,0.254,26.0,119.547,25.9,23.4,0.505,119.547,12:29:32.921
637,0.0,2.832,3.059,25.5,1.5,0.251,26.0,120.038,26.6,23.6,0.496,120.038,12:29:34.056
638,0.0,2.983,4.267,25.5,1.5,0.245,26.0,119.83,25.9,23.8,0.513,119.83,12:29:35.199
639,0.0,2.983,3.172,25.5,1.5,0.261,26.0,120.053,26.1,23.8,0.444,120.053,12:29:36.338
640,0.0,2.87,4.342,25.5,1.5,0.261,26.0,120.456,26.6,24.3,0.521,120.456,12:29:37.478
641,0.0,3.21,3.021,25.5,1.5,0.281,26.0,120.19,26.1,24.3,0.469,120.19,12:29:38.625
642,0.0,2.756,3.625,25.5,1.5,0.24,24.6,119.881,26.3,23.8,0.411,119.881,12:29:39.780
643,0.0,1.926,4.305,25.5,1.5,0.294,24.6,119.961,26.3,24.3,0.449,119.961,12:29:40.916
644,0.0,3.7,2.719,25.5,1.5,0.248,24.6,120.416,25.9,23.6,0.454,120.416,12:29:42.065
645,0.0,3.21,2.832,25.5,1.5,0.231,24.6,120.036,26.6,24.1,0.491,120.036,12:29:43.203
646,0.0,2.417,3.096,27.0,1.5,0.31,24.6,120.511,26.1,23.4,0.443,120.511,12:29:44.357
647,0.0,4.154,2.568,27.0,1.5,0.238,24.6,120.18,26.8,23.8,0.477,120.18,12:29:45.517
648,0.0,2.719,2.945,27.0,1.5,0.236,24.6,119.857,26.6,23.8,0.481,119.857,12:29:46.652
649,0.0,3.549,3.285,25.5,1.5,0.328,24.6,119.97,26.1,24.5,0.413,119.97,12:29:47.807
650,0.0,3.096,3.059,25.5,1.5,0.25,26.1,119.891,26.1,24.3,0.479,119.891,12:29:48.964
651,0.0,2.643,3.059,25.5,1.5,0.228,24.6,119.929,26.6,24.5,0.438,119.929,12:29:50.101
652,0.0,5.249,3.134,25.5,1.5,0.304,24.6,119.095,26.3,24.5,0.454,119.095,12:29:51.235
653,0.0,2.605,2.945,25.5,1.5,0.273,26.1,119.941,25.9,24.1,0.459,119.941,12:29:52.388
654,0.0,3.21,2.794,25.5,1.5,0.242,24.6,120.966,25.9,23.4,0.469,120.966,12:29:53.542
655,0.0,3.361,3.436,25.5,1.5,0.245,24.6,119.888,25.9,24.1,0.455,119.888,12:29:54.693
656,0.0,2.832,3.285,25.5,1.5,0.295,26.1,120.488,26.3,25.0,0.403,120.488,12:29:55.830
657,0.0,3.285,3.247,25.5,1.5,0.231,24.6,120.099,26.6,24.8,0.491,120.099,12:29:56.980
658,0.0,2.908,3.927,25.5,1.5,0.255,24.6,119.903,26.6,23.8,0.46,119.903,12:29:58.116
659,0.0,3.889,2.605,25.5,1.5,0.278,24.6,119.659,26.6,23.4,0.45,119.659,12:29:59.268
660,0.0,2.379,3.436,25.5,1.5,0.242,24.6,119.882,26.3,23.8,0.454,119.882,12:30:00.408
661,0.0,3.096,2.794,25.5,1.5,0.242,24.6,120.208,26.3,23.8,0.482,120.208,12:30:01.541
662,0.0,3.436,3.247,27.0,1.5,0.284,24.6,119.76,26.3,24.1,0.474,119.76,12:30:02.698
663,0.0,3.549,3.927,27.0,1.5,0.261,24.6,119.774,26.6,24.1,0.448,119.774,12:30:03.837
664,0.0,4.04,3.323,25.5,1.5,0.248,24.6,119.42,26.3,23.8,0.468,119.42,12:30:04.969
665,0.0,2.681,3.738,25.5,1.5,0.231,24.6,119.936,26.3,23.8,0.433,119.936,12:30:06.106
666,0.0,3.398,3.059,27.0,1.5,0.245,24.6,120.35,26.1,23.8,0.47,120.35,12:30:07.264
667,0.0,2.341,2.87,27.0,1.5,0.237,24.6,120.398,26.6,23.8,0.474,120.398,12:30:08.403
668,0.0,3.172,2.605,27.0,1.5,0.247,24.6,119.79,26.6,24.5,0.464,119.79,12:30:09.539
669,0.0,3.436,3.587,27.0,1.5,0.242,24.6,119.474,26.3,24.5,0.439,119.474,12:30:10.680
670,0.0,3.059,3.21,25.6,1.5,0.26,24.7,120.208,26.6,24.5,0.436,120.208,12:30:11.818
671,0.0,2.756,2.643,25.5,1.5,0.227,24.6,119.968,26.3,24.1,0.491,119.968,12:30:12.956
672,0.0,3.776,3.096,25.6,1.5,0.269,24.6,119.627,26.1,24.5,0.428,119.627,12:30:14.090
673,0.0,5.4,3.663,25.6,1.5,0.278,24.7,118.269,26.6,25.0,0.444,118.269,12:30:15.226
674,0.0,3.134,3.474,25.6,1.5,0.293,24.6,120.064,26.6,24.1,0.479,120.064,12:30:16.381
675,0.0,2.832,2.341,27.0,1.5,0.255,24.6,120.146,26.6,24.5,0.444,120.146,12:30:17.525
676,0.0,2.605,2.945,25.6,1.5,0.273,24.6,120.701,26.8,24.1,0.45,120.701,12:30:18.656
677,0.0,4.229,3.625,27.0,1.5,0.289,24.7,119.461,26.8,23.8,0.444,119.461,12:30:19.806
678,0.0,2.983,3.852,27.0,1.5,0.25,24.7,119.548,26.6,24.1,0.444,119.723,12:30:20.940
679,0.0,3.285,3.398,25.6,1.5,0.254,24.7,120.077,26.6,23.8,0.441,120.077,12:30:22.075
680,0.0,2.492,3.096,25.6,1.5,0.232,24.7,121.405,26.6,24.5,0.458,121.405,12:30:23.208
681,0.0,2.417,4.947,25.6,1.5,0.256,24.7,120.017,26.6,24.5,0.487,120.017,12:30:24.346
682,0.0,3.323,3.172,25.6,1.5,0.25,24.7,119.686,26.8,24.3,0.465,119.686,12:30:25.485
683,0.0,3.285,2.908,27.0,1.5,0.248,24.7,119.949,26.8,24.1,0.502,119.949,12:30:26.655
684,0.0,2.756,3.738,27.0,1.5,0.281,24.7,120.709,26.3,23.8,0.416,120.709,12:30:27.806
685,0.0,2.908,3.096,27.0,1.5,0.228,24.7,119.513,26.6,24.1,0.464,119.513,12:30:28.946
686,0.0,2.568,4.758,25.6,1.5,0.211,24.7,119.932,27.0,24.5,0.438,119.932,12:30:30.098
687,0.0,3.663,3.398,25.6,1.5,0.31,24.7,119.842,27.0,23.8,0.388,119.842,12:30:31.236
688,0.0,2.341,4.003,25.6,1.5,0.214,24.7,120.414,26.6,23.8,0.449,120.414,12:30:32.423
689,0.0,3.247,2.492,25.6,1.5,0.251,24.7,120.914,26.3,23.8,0.426,120.914,12:30:33.576
690,0.0,3.474,3.965,27.0,1.5,0.238,24.7,119.342,26.6,24.5,0.465,119.342,12:30:34.728
691,0.0,2.719,4.04,27.0,1.5,0.286,24.7,119.859,27.0,24.1,0.469,119.859,12:30:35.879
692,0.0,3.247,2.417,25.6,1.5,0.289,24.7,119.565,26.6,24.5,0.444,119.565,12:30:37.034
693,0.0,2.908,4.003,25.6,1.5,0.228,24.7,119.417,26.8,24.5,0.468,119.417,12:30:38.179
694,0.0,2.908,3.776,25.6,1.5,0.286,26.2,119.81,26.8,24.1,0.508,119.81,12:30:39.320
695,0.0,2.983,2.983,25.6,1.5,0.242,24.7,120.051,26.6,23.8,0.459,120.051,12:30:40.470
696,0.0,3.361,3.7,25.6,1.5,0.271,26.2,120.181,27.0,24.1,0.513,120.181,12:30:41.626
697,0.0,4.267,3.172,25.6,1.5,0.28,26.2,119.131,27.0,24.5,0.483,119.131,12:30:42.764
698,0.0,2.115,3.247,25.6,1.5,0.291,24.7,119.977,26.6,24.5,0.433,119.977,12:30:43.921
699,0.0,3.059,3.21,25.6,1.5,0.293,24.7,119.944,26.6,24.1,0.468,119.944,12:30:45.060
700,0.0,2.983,3.059,25.6,1.5,0.251,24.7,120.454,26.6,24.5,0.464,120.454,12:30:46.193
701,0.0,2.605,3.285,25.6,1.5,0.24,26.2,121.011,26.8,24.8,0.396,121.011,12:30:47.332
702,0.0,2.908,3.021,25.6,1.5,0.27,26.2,119.977,26.6,24.1,0.441,119.977,12:30:48.475
703,0.0,2.983,3.549,25.6,1.5,0.245,24.7,120.329,26.8,25.0,0.42,120.329,12:30:49.626
704,0.0,3.852,2.908,25.6,1.5,0.27,24.7,119.526,27.0,24.5,0.505,119.526,12:30:50.762
705,0.0,2.417,3.663,27.0,1.5,0.221,24.7,119.711,26.6,24.3,0.438,119.711,12:30:51.928
706,0.0,3.247,3.247,27.0,1.5,0.197,24.7,119.485,27.0,24.3,0.431,119.485,12:30:53.064
707,0.0,3.512,3.512,25.6,1.5,0.248,24.7,119.619,26.8,24.1,0.411,119.619,12:30:54.200
708,0.0,2.152,3.852,27.0,1.5,0.24,24.7,120.572,26.6,24.3,0.486,120.572,12:30:55.367
709,0.0,3.361,3.021,27.0,1.5,0.24,24.7,120.169,26.6,24.5,0.496,120.169,12:30:56.506
710,0.0,3.436,4.191,25.6,1.5,0.238,26.2,119.33,26.8,24.5,0.41,119.33,12:30:57.659
711,0.0,3.549,2.945,25.6,1.5,0.265,26.2,119.997,26.8,24.5,0.455,119.997,12:30:58.823
712,0.0,3.059,3.096,25.6,1.5,0.261,24.7,119.389,26.6,24.5,0.468,119.389,12:30:59.977
713,0.0,3.323,3.549,25.6,1.5,0.247,24.7,120.379,27.0,24.3,0.438,120.379,12:31:01.117
714,0.0,3.965,3.021,25.6,1.5,0.256,24.7,120.385,26.8,24.5,0.468,120.385,12:31:02.253
715,0.0,2.379,3.096,25.6,1.5,0.289,24.7,119.825,27.0,25.2,0.439,119.825,12:31:03.394
716,0.0,2.983,3.059,25.6,1.5,0.247,24.7,120.829,27.3,24.5,0.515,120.829,12:31:04.545
717,0.0,3.587,4.078,25.6,1.5,0.24,26.2,119.802,26.8,24.1,0.436,119.802,12:31:05.680
718,0.0,3.361,3.549,25.6,1.5,0.24,24.7,120.442,27.0,23.8,0.453,120.442,12:31:06.823
719,0.0,3.474,3.059,25.6,1.5,0.264,24.7,118.996,27.0,25.0,0.465,118.996,12:31:07.975
720,0.0,3.852,3.474,27.0,1.5,0.25,24.7,119.313,27.0,24.3,0.468,119.313,12:31:09.128
721,0.0,4.154,3.285,27.0,1.5,0.276,24.7,120.138,26.6,24.8,0.468,120.138,12:31:10.266
722,0.0,2.53,3.549,25.6,1.5,0.283,24.7,120.183,26.6,23.8,0.41,120.183,12:31:11.389
723,0.0,2.908,2.492,25.6,1.5,0.199,24.7,120.785,27.0,24.8,0.438,120.785,12:31:12.531
724,0.0,2.643,3.512,25.6,1.5,0.243,24.7,119.905,27.0,24.5,0.47,119.905,12:31:13.672
725,0.0,3.247,3.096,25.6,1.5,0.265,24.7,119.915,27.0,24.5,0.428,119.915,12:31:14.808
726,0.0,2.719,2.605,25.6,1.5,0.288,24.7,120.256,26.8,24.8,0.47,120.256,12:31:15.944
727,0.0,3.549,2.945,25.6,1.5,0.343,26.2,119.788,27.3,24.5,0.425,119.903,12:31:17.082
728,0.0,3.21,3.361,25.6,1.5,0.231,24.7,120.562,27.5,24.5,0.468,120.562,12:31:18.240
729,0.0,2.492,2.605,25.6,1.5,0.222,24.7,120.079,27.0,24.5,0.436,120.079,12:31:19.391
730,0.0,2.492,2.152,25.6,1.5,0.242,24.8,120.517,26.6,25.0,0.477,120.517,12:31:20.528
731,0.0,3.285,4.267,27.0,1.5,0.251,24.7,119.794,27.0,25.0,0.503,119.794,12:31:21.685
732,0.0,2.492,3.436,25.6,1.5,0.231,24.8,120.081,26.6,24.5,0.449,120.081,12:31:22.841
733,0.0,3.398,3.172,25.6,1.5,0.254,24.8,119.546,26.8,24.8,0.441,119.546,12:31:23.984
734,0.0,2.87,2.908,25.6,1.5,0.251,24.8,119.698,27.0,24.8,0.463,119.698,12:31:25.140
735,0.0,3.21,3.361,25.5,1.5,0.226,26.2,120.276,27.7,25.0,0.476,120.276,12:31:26.292
736,0.0,2.945,3.096,25.6,1.5,0.265,24.7,119.84,26.8,24.3,0.435,119.563,12:31:27.440
737,0.0,2.379,3.361,25.6,1.5,0.245,24.8,120.161,27.3,24.5,0.439,120.161,12:31:28.593
738,0.0,3.625,3.663,25.5,1.5,0.293,24.8,119.953,26.8,24.3,0.465,119.953,12:31:29.732
739,0.0,2.643,3.021,27.0,1.5,0.256,24.8,119.958,26.8,24.5,0.446,119.958,12:31:30.882
740,0.0,3.172,2.945,25.5,1.5,0.288,24.8,120.357,26.8,24.8,0.444,120.357,12:31:32.015
741,0.0,3.361,3.738,27.0,1.5,0.247,24.8,119.799,27.0,25.0,0.443,119.799,12:31:33.170
742,0.0,3.096,3.285,27.0,1.5,0.275,24.8,119.345,27.5,24.5,0.416,119.345,12:31:34.309
743,0.0,2.87,3.398,25.5,1.5,0.321,24.8,119.758,27.0,25.0,0.441,119.758,12:31:35.446
744,0.0,2.643,4.644,27.0,1.5,0.28,24.8,119.831,27.0,24.5,0.448,119.831,12:31:36.601
745,0.0,4.04,4.003,27.0,1.5,0.26,24.8,119.275,27.0,24.3,0.493,119.275,12:31:37.737
746,0.0,2.605,3.059,25.5,1.5,0.242,24.8,119.926,26.8,24.5,0.454,119.926,12:31:38.892
747,0.0,2.87,2.87,25.5,1.5,0.222,24.8,120.976,27.5,24.8,0.501,120.976,12:31:40.043
748,0.0,2.87,3.059,25.5,1.5,0.275,24.8,120.169,27.0,24.5,0.486,120.169,12:31:41.194
749,0.0,2.945,3.285,25.5,1.5,0.273,24.8,120.106,27.0,24.5,0.481,120.106,12:31:42.334
750,0.0,3.134,2.945,25.5,1.5,0.256,24.8,119.279,27.0,24.3,0.488,119.279,12:31:43.480
751,0.0,3.021,4.984,25.5,1.5,0.25,26.3,120.443,27.0,24.5,0.474,120.443,12:31:44.635
752,0.0,2.681,3.059,25.5,1.5,0.254,24.8,121.194,27.3,24.1,0.454,121.194,12:31:45.789
753,0.0,2.303,4.04,25.5,1.5,0.243,24.8,119.71,26.8,25.0,0.416,119.71,12:31:46.926
754,0.0,2.983,3.436,27.0,1.5,0.238,24.8,119.762,27.5,25.0,0.497,119.762,12:31:48.092
755,0.0,3.549,3.323,27.0,1.5,0.276,24.8,119.801,26.8,24.1,0.446,119.801,12:31:49.249
756,0.0,2.19,3.965,27.0,1.5,0.255,24.8,121.651,27.0,24.5,0.486,121.651,12:31:50.389
757,0.0,2.568,3.134,25.5,1.5,0.237,26.3,121.012,27.3,24.8,0.449,121.012,12:31:51.558
758,0.0,3.625,3.172,25.5,1.5,0.236,24.8,119.495,27.7,25.0,0.464,119.495,12:31:52.730
759,0.0,2.832,2.832,27.0,1.5,0.247,24.8,120.11,27.5,24.8,0.515,120.11,12:31:53.881
760,0.0,3.398,3.512,25.5,1.5,0.219,24.8,120.39,27.0,24.5,0.436,120.39,12:31:55.048
761,0.0,3.323,4.305,25.5,1.5,0.24,24.8,119.772,27.3,24.8,0.433,119.772,12:31:56.184
762,0.0,3.247,4.003,25.5,1.5,0.254,24.8,119.861,27.0,25.0,0.443,119.861,12:31:57.339
763,0.0,2.983,2.681,25.5,1.5,0.254,26.3,119.99,27.7,24.8,0.43,119.837,12:31:58.491
764,0.0,3.738,3.587,25.5,1.5,0.231,24.8,119.725,27.3,24.5,0.463,119.725,12:31:59.643
765,0.0,2.908,3.172,25.5,1.5,0.284,24.8,119.694,27.3,25.0,0.438,119.694,12:32:00.798
766,0.0,2.568,3.021,27.0,1.5,0.242,24.8,119.742,27.0,25.0,0.486,119.742,12:32:01.952
767,0.0,2.945,4.456,26.9,1.5,0.271,24.8,120.249,27.3,25.2,0.43,120.249,12:32:03.103
768,0.0,3.549,3.625,25.5,1.5,0.261,24.8,120.621,27.3,25.0,0.487,120.621,12:32:04.257
769,0.0,2.228,3.021,25.5,1.5,0.245,24.8,119.886,27.5,24.3,0.472,119.886,12:32:05.403
770,0.0,3.247,2.719,25.5,1.5,0.25,24.8,120.453,27.0,24.8,0.428,120.453,12:32:06.553
771,0.0,2.228,3.927,25.5,1.5,0.247,24.8,119.879,27.3,25.0,0.444,119.879,12:32:07.722
772,0.0,2.643,2.568,26.9,1.5,0.216,24.8,120.281,27.3,24.5,0.464,120.281,12:32:08.890
773,0.0,3.096,2.681,26.9,1.5,0.265,24.8,120.113,27.7,24.1,0.463,119.952,12:32:10.041
774,0.0,3.776,2.87,25.5,1.5,0.286,24.8,119.059,27.5,25.0,0.46,119.059,12:32:11.193
775,0.0,2.719,3.7,25.5,1.5,0.24,24.8,119.872,27.7,25.0,0.433,119.872,12:32:12.346
776,0.0,4.342,2.643,25.5,1.5,0.237,26.3,119.229,27.0,25.0,0.465,119.229,12:32:13.493
777,0.0,3.21,3.776,25.5,1.5,0.237,26.3,119.502,27.0,25.0,0.458,119.502,12:32:14.644
778,0.0,2.945,3.587,26.9,1.5,0.304,24.8,120.725,27.5,24.5,0.422,120.725,12:32:15.813
779,0.0,3.172,2.454,26.9,1.5,0.226,24.8,118.75,27.0,24.3,0.47,118.75,12:32:16.968
780,0.0,3.436,4.569,26.9,1.5,0.25,24.8,119.827,27.7,24.5,0.498,119.827,12:32:18.121
781,0.0,2.492,2.832,25.5,1.5,0.28,24.8,120.383,27.7,25.0,0.405,120.383,12:32:19.280
782,0.0,2.87,3.436,25.5,1.5,0.242,26.3,120.036,27.3,24.3,0.46,120.036,12:32:20.437
783,0.0,3.549,2.87,25.5,1.5,0.227,24.8,119.87,27.0,25.0,0.469,119.87,12:32:21.592
784,0.0,3.398,3.474,26.9,1.5,0.243,24.8,120.094,27.7,24.8,0.468,120.094,12:32:22.761
785,0.0,2.228,4.04,25.5,1.5,0.226,24.8,120.116,27.3,25.0,0.492,120.116,12:32:23.914
