Log,ac_flowrate,mixer_torque_M1,mixer_torque_M2,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_speed_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,cp_pressure,mixer_speed_M1,Time
231,0.0,2.681,2.945,25.0,1.5,0.28,23.7,120.178,22.9,20.4,0.487,120.178,12:21:54.534
232,0.0,2.568,3.7,25.0,1.5,0.321,25.2,120.237,23.2,21.3,0.435,120.237,12:21:55.659
233,0.0,4.078,3.285,25.0,1.5,0.281,25.2,119.328,22.3,21.3,0.446,119.328,12:21:56.796
234,0.0,2.681,3.361,25.0,1.5,0.293,23.7,119.554,23.2,21.1,0.443,119.554,12:21:57.913
235,0.0,3.096,2.719,26.5,1.5,0.308,23.7,120.225,23.2,21.8,0.47,120.225,12:21:59.036
236,0.0,2.719,3.587,25.0,1.5,0.269,25.2,120.544,22.7,21.3,0.43,120.544,12:22:00.142
237,0.0,3.285,2.87,25.0,1.5,0.273,25.2,119.734,22.7,21.3,0.469,119.734,12:22:01.281
238,0.0,2.492,3.625,25.0,1.5,0.251,25.2,119.938,22.7,20.9,0.459,119.938,12:22:02.402
239,0.0,2.719,2.719,25.0,1.5,0.289,23.7,120.061,22.7,21.3,0.439,120.061,12:22:03.527
240,0.0,2.908,3.474,26.5,1.5,0.293,23.7,120.048,22.7,21.3,0.444,120.048,12:22:04.653
241,0.0,2.681,2.945,25.0,1.5,0.248,23.7,120.446,22.9,21.1,0.46,120.446,12:22:05.774
242,0.0,2.643,3.172,25.0,1.5,0.238,25.2,120.379,22.7,21.1,0.458,120.379,12:22:06.890
243,0.0,3.512,2.983,25.1,1.5,0.291,23.7,120.691,23.4,20.9,0.448,120.691,12:22:08.008
244,0.0,3.096,2.643,26.5,1.5,0.254,23.7,119.719,22.7,20.9,0.46,119.719,12:22:09.133
245,0.0,3.436,4.04,26.5,1.5,0.251,23.8,120.947,22.9,21.3,0.448,120.947,12:22:10.270
246,0.0,2.605,2.945,25.1,1.5,0.236,23.7,119.948,23.2,21.3,0.482,119.948,12:22:11.389
247,0.0,2.945,3.436,26.5,1.5,0.256,23.7,120.033,23.2,20.7,0.502,120.033,12:22:12.540
248,0.0,2.983,3.134,25.1,1.5,0.261,23.8,119.944,23.2,21.1,0.454,119.944,12:22:13.657
249,0.0,3.889,3.059,25.1,1.5,0.254,25.2,118.792,23.2,20.9,0.477,118.792,12:22:14.777
250,0.0,2.492,3.134,25.0,1.5,0.248,23.8,119.992,23.2,21.1,0.472,119.992,12:22:15.900
251,0.0,3.889,4.191,26.5,1.5,0.255,23.7,118.631,23.2,21.6,0.455,118.631,12:22:17.019
252,0.0,3.134,2.945,25.1,1.5,0.291,23.7,120.063,22.7,20.4,0.492,120.063,12:22:18.141
253,0.0,3.436,3.285,25.0,1.5,0.269,25.2,120.159,22.7,21.1,0.492,120.159,12:22:19.265
254,0.0,2.605,3.096,25.1,1.5,0.212,23.8,120.058,23.4,21.6,0.507,120.058,12:22:20.386
255,0.0,2.832,2.605,26.5,1.5,0.237,23.8,121.727,23.2,20.9,0.474,121.727,12:22:21.504
256,0.0,3.247,3.323,26.5,1.5,0.232,23.7,120.096,22.9,21.6,0.458,120.096,12:22:22.627
257,0.0,3.663,2.87,25.1,1.5,0.242,23.8,120.264,23.2,20.7,0.46,120.264,12:22:23.749
258,0.0,2.681,4.796,25.1,1.5,0.254,25.2,120.855,22.7,20.7,0.51,120.855,12:22:24.871
259,0.0,3.663,2.908,25.1,1.5,0.265,23.8,120.593,23.2,20.7,0.459,120.593,12:22:25.993
260,0.0,3.021,3.587,26.5,1.5,0.217,23.8,120.025,22.9,21.6,0.431,120.025,12:22:27.115
261,0.0,3.285,3.059,26.5,1.5,0.264,23.8,121.154,22.7,21.3,0.436,121.154,12:22:28.252
262,0.0,2.832,3.21,26.5,1.5,0.245,23.8,119.762,22.9,21.3,0.46,119.762,12:22:29.382
263,0.0,3.096,2.945,25.1,1.5,0.264,23.8,120.207,23.2,20.9,0.482,120.207,12:22:30.503
264,0.0,3.398,4.418,25.1,1.5,0.255,25.3,119.834,22.7,20.9,0.474,119.834,12:22:31.626
265,0.0,3.965,2.908,25.1,1.5,0.331,23.8,119.463,22.9,21.3,0.458,119.463,12:22:32.749
266,0.0,2.719,4.305,26.5,1.5,0.24,23.8,119.87,23.4,21.1,0.453,119.87,12:22:33.872
267,0.0,2.87,3.625,26.5,1.5,0.237,23.8,120.356,23.2,21.1,0.441,120.356,12:22:35.009
268,0.0,3.361,3.21,25.1,1.5,0.212,23.8,120.056,23.2,20.9,0.472,120.056,12:22:36.141
269,0.0,2.492,3.625,25.1,1.5,0.264,23.8,120.485,22.9,21.8,0.46,120.485,12:22:37.274
270,0.0,2.605,3.7,25.1,1.5,0.288,25.2,119.899,22.9,20.9,0.459,119.899,12:22:38.396
271,0.0,2.983,2.719,25.1,1.5,0.281,23.8,120.407,23.2,21.8,0.455,120.407,12:22:39.518
272,0.0,2.794,3.21,26.5,1.5,0.217,23.8,120.392,22.9,21.3,0.481,120.392,12:22:40.640
273,0.0,3.436,3.096,26.5,1.5,0.291,23.8,119.787,23.2,21.3,0.477,119.787,12:22:41.762
274,0.0,3.096,4.04,25.1,1.5,0.27,23.8,120.27,23.2,21.3,0.491,120.27,12:22:42.882
275,0.0,3.549,2.945,25.1,1.5,0.251,25.3,120.045,22.7,21.3,0.455,120.045,12:22:44.004
276,0.0,3.398,3.512,25.1,1.5,0.254,23.8,119.929,23.4,20.9,0.465,119.929,12:22:45.124
277,0.0,3.361,3.285,26.5,1.5,0.248,23.8,120.142,22.9,21.3,0.497,119.567,12:22:46.242
278,0.0,2.756,4.003,25.1,1.5,0.259,23.8,120.175,23.8,21.3,0.443,120.175,12:22:47.364
279,0.0,2.794,3.247,25.1,1.5,0.232,25.3,120.394,22.7,21.1,0.491,120.394,12:22:48.486
280,0.0,2.756,3.134,25.1,1.5,0.273,23.8,119.967,23.2,20.4,0.438,119.967,12:22:49.608
281,0.0,3.172,3.776,26.5,1.5,0.233,23.8,119.868,23.4,21.1,0.465,119.868,12:22:50.726
282,0.0,2.756,3.814,26.6,1.5,0.232,23.8,120.077,23.2,21.3,0.465,120.077,12:22:51.867
283,0.0,3.172,3.323,25.1,1.5,0.259,23.8,120.2,23.4,21.3,0.454,120.2,12:22:52.989
284,0.0,3.247,3.436,25.1,1.5,0.25,23.8,120.043,23.4,21.3,0.444,120.043,12:22:54.115
285,0.0,3.738,3.436,25.1,1.5,0.251,25.3,119.977,23.2,21.3,0.455,119.977,12:22:55.237
286,0.0,3.889,3.134,25.1,1.5,0.256,23.8,118.795,23.2,21.1,0.469,118.795,12:22:56.359
287,0.0,2.756,2.945,26.6,1.5,0.254,23.8,120.89,23.2,21.8,0.483,120.89,12:22:57.480
288,0.0,3.398,3.474,26.6,1.5,0.216,23.8,120.195,23.2,21.6,0.453,120.195,12:22:58.622
289,0.0,3.021,3.285,25.1,1.5,0.238,23.8,119.914,22.9,21.3,0.474,119.914,12:22:59.738
290,0.0,2.794,3.323,25.1,1.5,0.26,23.8,119.9,23.2,20.9,0.481,119.9,12:23:00.878
291,0.0,3.134,3.021,25.1,1.5,0.293,23.8,120.562,23.6,21.8,0.422,120.562,12:23:02.003
292,0.0,3.549,3.247,25.1,1.5,0.228,25.3,120.424,23.4,20.9,0.483,120.424,12:23:03.129
293,0.0,3.776,3.059,25.1,1.5,0.226,25.3,119.211,23.4,21.1,0.511,119.211,12:23:04.253
294,0.0,2.719,3.889,26.6,1.5,0.248,23.8,120.254,23.2,20.9,0.45,120.254,12:23:05.369
295,0.0,2.908,3.361,25.1,1.5,0.226,23.8,120.561,23.4,21.3,0.436,120.561,12:23:06.492
296,0.0,2.832,4.644,25.1,1.5,0.251,25.3,120.644,23.6,21.8,0.472,120.644,12:23:07.612
297,0.0,2.719,3.436,25.1,1.5,0.25,23.8,120.073,23.8,21.3,0.481,120.073,12:23:08.732
298,0.0,2.379,3.776,26.6,1.5,0.293,23.8,120.237,23.8,21.3,0.459,120.237,12:23:09.856
299,0.0,3.361,2.643,26.6,1.5,0.27,23.8,119.369,23.2,21.8,0.441,119.369,12:23:10.982
300,0.0,2.832,3.247,25.1,1.5,0.25,23.8,120.013,23.4,21.8,0.458,120.013,12:23:12.108
301,0.0,3.7,3.663,25.1,1.5,0.295,25.3,119.433,23.2,21.8,0.464,119.433,12:23:13.228
302,0.0,3.172,4.38,25.2,1.5,0.24,23.8,120.084,23.2,20.9,0.477,120.084,12:23:14.352
303,0.0,2.983,3.096,25.1,1.5,0.275,23.8,120.747,23.2,21.3,0.46,120.747,12:23:15.488
304,0.0,3.7,3.549,26.6,1.5,0.28,23.8,120.635,23.6,21.3,0.431,120.635,12:23:16.613
305,0.0,2.794,3.474,26.6,1.5,0.245,23.8,120.35,23.8,22.3,0.438,120.35,12:23:17.735
306,0.0,2.681,4.305,25.1,1.5,0.26,23.8,120.494,23.6,22.3,0.455,120.494,12:23:18.856
307,0.0,3.361,2.492,25.1,1.5,0.331,23.9,119.579,23.8,21.3,0.438,119.579,12:23:19.972
308,0.0,4.078,3.021,26.6,1.5,0.259,23.8,119.55,23.8,22.3,0.482,119.55,12:23:21.092
309,0.0,3.587,2.87,26.6,1.5,0.276,23.8,119.1,23.4,21.3,0.474,119.1,12:23:22.218
310,0.0,2.681,3.474,25.1,1.5,0.261,23.8,120.405,23.4,21.6,0.465,120.405,12:23:23.338
311,0.0,2.794,3.096,25.1,1.5,0.298,25.3,120.011,23.8,22.3,0.469,120.011,12:23:24.459
312,0.0,2.303,3.549,25.1,1.5,0.265,25.3,120.705,23.2,20.9,0.454,120.705,12:23:25.598
313,0.0,3.285,4.569,25.1,1.5,0.228,23.8,119.74,23.4,21.3,0.436,119.74,12:23:26.725
314,0.0,3.512,3.059,26.6,1.5,0.271,23.9,119.511,23.6,21.3,0.525,119.511,12:23:27.837
315,0.0,3.889,2.908,26.6,1.5,0.243,23.9,119.451,23.6,21.8,0.464,119.451,12:23:28.963
316,0.0,3.059,2.794,25.1,1.5,0.27,23.9,120.104,23.8,21.3,0.436,120.104,12:23:30.087
317,0.0,3.512,3.7,25.1,1.5,0.27,25.3,119.522,23.4,22.0,0.444,119.522,12:23:31.206
318,0.0,3.474,2.794,25.1,1.5,0.266,23.9,121.108,23.2,21.3,0.455,121.108,12:23:32.329
319,0.0,3.285,2.756,26.6,1.5,0.266,23.9,119.288,23.4,21.3,0.441,119.288,12:23:33.467
320,0.0,2.681,3.474,26.6,1.5,0.255,23.9,120.667,23.8,21.3,0.491,120.667,12:23:34.605
321,0.0,3.965,3.776,26.6,1.5,0.261,23.9,118.632,23.8,21.3,0.479,118.632,12:23:35.728
322,0.0,3.021,3.7,26.6,1.5,0.3,23.9,120.127,23.4,21.8,0.469,120.127,12:23:36.865
323,0.0,2.756,3.247,25.1,1.5,0.237,23.9,120.793,23.8,21.3,0.476,120.793,12:23:37.987
324,0.0,2.719,3.889,25.2,1.5,0.264,25.3,120.049,23.6,21.1,0.502,120.049,12:23:39.103
325,0.0,3.247,3.21,25.1,1.5,0.256,23.9,119.692,23.4,22.3,0.458,119.692,12:23:40.228
326,0.0,2.756,3.776,26.6,1.5,0.291,23.9,120.18,23.8,21.3,0.54,120.18,12:23:41.356
327,0.0,3.587,3.059,25.1,1.5,0.228,23.9,119.385,23.6,21.8,0.47,119.385,12:23:42.477
328,0.0,2.832,4.191,25.1,1.5,0.278,23.9,119.801,23.8,22.3,0.443,119.801,12:23:43.602
329,0.0,3.021,3.512,25.2,1.5,0.242,25.4,119.965,23.8,22.0,0.468,119.965,12:23:44.726
330,0.0,2.152,3.7,25.2,1.5,0.233,23.9,121.092,24.1,21.3,0.483,121.092,12:23:45.852
331,0.0,3.096,3.059,26.6,1.5,0.278,23.9,119.794,23.4,21.8,0.496,119.794,12:23:46.975
332,0.0,2.454,3.7,26.6,1.5,0.211,23.9,120.104,23.8,21.3,0.481,120.104,12:23:48.094
333,0.0,3.021,3.852,25.2,1.5,0.259,23.9,119.878,24.1,21.3,0.459,119.878,12:23:49.217
334,0.0,2.568,3.285,25.2,1.5,0.288,25.4,120.126,23.8,21.8,0.439,120.126,12:23:50.341
335,0.0,3.247,3.059,25.2,1.5,0.255,23.9,119.577,23.8,21.8,0.446,119.577,12:23:51.463
336,0.0,3.323,3.172,26.6,1.5,0.227,23.9,119.713,23.6,21.8,0.45,119.713,12:23:52.589
337,0.0,2.832,3.361,25.2,1.5,0.25,23.9,120.308,23.8,21.6,0.465,120.308,12:23:53.703
338,0.0,3.21,3.361,25.2,1.5,0.261,23.9,120.073,23.8,21.3,0.444,120.073,12:23:54.837
339,0.0,3.587,3.172,25.2,1.5,0.265,25.4,118.888,23.6,21.8,0.449,118.888,12:23:55.955
340,0.0,2.983,3.549,25.2,1.5,0.251,25.4,120.148,23.6,21.8,0.486,120.148,12:23:57.110
341,0.0,3.172,3.398,25.2,1.5,0.256,25.4,119.841,23.8,22.3,0.486,119.841,12:23:58.249
342,0.0,2.794,3.663,25.2,1.5,0.298,23.9,120.03,23.6,21.8,0.438,120.03,12:23:59.368
343,0.0,3.247,2.832,25.2,1.5,0.231,23.9,120.701,23.8,21.8,0.472,120.701,12:24:00.510
344,0.0,3.247,3.059,26.6,1.5,0.24,23.9,119.721,23.6,21.6,0.518,119.721,12:24:01.637
345,0.0,2.983,2.87,26.6,1.5,0.251,23.9,120.855,24.1,21.3,0.524,120.855,12:24:02.773
346,0.0,2.454,2.983,26.6,1.5,0.208,23.9,119.978,24.1,22.0,0.468,119.978,12:24:03.894
347,0.0,3.172,2.379,25.2,1.5,0.26,23.9,119.838,23.6,22.0,0.476,119.838,12:24:05.016
348,0.0,3.398,2.719,25.2,1.5,0.256,25.4,119.881,23.4,22.3,0.477,119.881,12:24:06.135
349,0.0,2.832,3.663,25.2,1.5,0.254,23.9,120.24,24.1,21.8,0.448,120.24,12:24:07.259
350,0.0,2.756,3.096,26.6,1.5,0.219,23.9,120.072,23.8,20.9,0.463,120.072,12:24:08.386
351,0.0,3.549,2.87,26.6,1.5,0.266,23.9,120.625,23.8,22.0,0.46,120.625,12:24:09.512
352,0.0,2.87,3.21,25.2,1.5,0.247,23.9,120.372,23.8,21.6,0.463,120.372,12:24:10.648
353,0.0,4.04,2.719,25.2,1.5,0.27,25.4,119.494,24.1,21.3,0.416,119.494,12:24:11.770
354,0.0,2.756,2.945,25.2,1.5,0.242,23.9,119.745,23.6,22.3,0.441,119.745,12:24:12.889
355,0.0,3.172,2.605,26.6,1.5,0.228,23.9,120.063,23.8,22.3,0.463,120.063,12:24:14.011
356,0.0,2.983,3.398,25.2,1.5,0.26,23.9,120.515,24.1,21.3,0.465,120.515,12:24:15.151
357,0.0,2.832,2.756,26.6,1.5,0.243,23.9,120.067,23.8,21.8,0.491,120.067,12:24:16.274
358,0.0,2.605,4.116,25.2,1.5,0.261,23.9,120.021,23.6,21.8,0.469,120.021,12:24:17.397
359,0.0,2.794,3.323,25.2,1.5,0.232,25.4,122.404,23.8,21.3,0.481,122.404,12:24:18.519
360,0.0,3.436,3.247,25.2,1.5,0.283,23.9,119.589,23.8,22.3,0.459,119.589,12:24:19.635
361,0.0,3.549,3.172,26.6,1.5,0.251,23.9,120.257,24.3,21.8,0.465,120.257,12:24:20.759
362,0.0,2.719,3.285,26.6,1.5,0.233,23.9,120.187,23.8,22.0,0.46,120.187,12:24:21.882
363,0.0,3.625,2.681,25.2,1.5,0.237,23.9,120.126,23.8,22.7,0.426,120.126,12:24:23.007
364,0.0,3.7,3.474,25.2,1.5,0.221,25.4,119.414,23.6,21.6,0.53,119.414,12:24:24.133
365,0.0,3.323,3.474,25.2,1.5,0.264,25.4,120.268,24.1,21.8,0.476,120.268,12:24:25.269
366,0.0,2.53,2.945,25.2,1.5,0.259,23.9,119.806,23.8,21.3,0.438,119.806,12:24:26.394
367,0.0,3.625,2.266,26.6,1.5,0.251,23.9,119.65,24.1,21.8,0.525,119.65,12:24:27.514
368,0.0,3.059,3.059,25.2,1.5,0.27,23.9,119.988,24.3,21.8,0.46,119.988,12:24:28.632
369,0.0,3.663,3.021,25.2,1.5,0.245,23.9,120.123,23.8,21.8,0.479,120.123,12:24:29.770
370,0.0,3.361,4.003,25.2,1.5,0.247,25.4,119.316,23.8,22.7,0.476,119.316,12:24:30.893
371,0.0,3.096,2.417,25.2,1.5,0.26,24.0,121.213,24.3,22.3,0.453,121.213,12:24:32.012
372,0.0,3.021,2.454,26.6,1.5,0.25,24.0,119.996,23.8,21.8,0.479,119.996,12:24:33.133
373,0.0,3.247,2.945,26.6,1.5,0.238,23.9,121.258,23.8,22.7,0.446,121.258,12:24:34.266
374,0.0,2.492,3.059,25.2,1.5,0.254,24.0,120.055,24.3,22.0,0.465,120.055,12:24:35.390
375,0.0,3.512,3.776,25.2,1.5,0.251,25.4,120.442,24.3,22.5,0.46,120.442,12:24:36.514
376,0.0,2.945,3.398,25.2,1.5,0.27,25.5,120.068,23.8,22.0,0.45,120.068,12:24:37.654
377,0.0,2.983,2.983,25.2,1.5,0.238,24.0,120.23,24.3,21.3,0.43,120.23,12:24:38.777
378,0.0,2.87,3.247,26.7,1.5,0.255,24.0,119.475,24.1,22.3,0.403,119.475,12:24:39.900
379,0.0,2.681,2.228,26.7,1.5,0.273,24.0,119.988,24.3,22.5,0.425,119.988,12:24:41.023
380,0.0,3.172,3.172,25.2,1.5,0.278,24.0,119.879,24.3,22.0,0.435,119.879,12:24:42.145
381,0.0,3.398,2.908,25.2,1.5,0.265,25.4,121.722,24.3,22.5,0.441,121.722,12:24:43.270
382,0.0,2.605,2.87,25.2,1.5,0.259,25.5,120.042,24.5,22.5,0.449,120.042,12:24:44.393
383,0.0,3.247,3.134,26.7,1.5,0.26,24.0,119.896,24.3,22.7,0.435,119.896,12:24:45.503
384,0.0,3.059,3.247,26.7,1.5,0.247,24.0,119.892,23.8,22.0,0.464,119.892,12:24:46.632
385,0.0,2.303,2.87,25.2,1.5,0.323,24.0,120.15,24.1,22.0,0.381,120.15,12:24:47.769
386,0.0,2.643,4.305,25.2,1.5,0.243,24.0,119.921,24.1,22.0,0.486,119.921,12:24:48.895
387,0.0,3.852,2.719,25.2,1.5,0.288,24.0,119.764,24.3,22.0,0.438,119.764,12:24:50.048
388,0.0,3.323,3.7,25.2,1.5,0.212,25.5,119.768,24.3,22.0,0.472,119.768,12:24:51.169
389,0.0,2.983,3.814,25.2,1.5,0.256,25.5,121.056,24.1,22.3,0.431,121.056,12:24:52.294
390,0.0,2.266,3.323,25.2,1.5,0.233,24.0,119.943,24.5,22.3,0.455,119.943,12:24:53.414
391,0.0,4.531,3.323,25.2,1.5,0.24,24.0,119.219,24.3,21.8,0.45,119.219,12:24:54.552
392,0.0,3.512,3.549,26.7,1.5,0.243,24.0,119.326,24.3,22.0,0.422,119.326,12:24:55.676
393,0.0,3.625,3.889,26.7,1.5,0.26,24.0,119.924,23.8,22.3,0.46,119.924,12:24:56.815
394,0.0,2.945,3.096,25.2,1.5,0.251,24.0,120.236,24.3,21.8,0.435,120.236,12:24:57.943
395,0.0,3.021,3.021,25.2,1.5,0.227,24.0,120.035,24.5,22.3,0.482,120.035,12:24:59.085
396,0.0,3.134,3.096,26.7,1.5,0.248,24.0,120.26,23.8,22.3,0.449,120.26,12:25:00.233
397,0.0,2.417,3.285,25.2,1.5,0.266,24.0,120.447,24.3,22.5,0.476,120.447,12:25:01.356
398,0.0,3.059,2.341,26.7,1.5,0.243,24.0,120.251,24.3,21.8,0.449,120.251,12:25:02.519
399,0.0,2.983,3.587,26.7,1.5,0.26,24.0,120.054,24.3,22.9,0.45,120.054,12:25:03.659
400,0.0,3.323,2.379,25.2,1.5,0.271,24.0,119.842,24.3,22.0,0.477,119.842,12:25:04.776
401,0.0,2.719,3.436,25.3,1.5,0.256,25.5,119.449,24.8,22.7,0.476,119.449,12:25:05.904
402,0.0,2.228,2.605,25.2,1.5,0.266,24.0,121.805,24.3,22.3,0.46,121.805,12:25:07.029
403,0.0,3.059,3.247,26.7,1.5,0.259,24.0,120.295,24.1,22.0,0.449,120.295,12:25:08.156
404,0.0,2.001,2.756,26.7,1.5,0.237,24.0,120.463,25.0,22.9,0.487,120.463,12:25:09.278
405,0.0,2.568,3.474,25.3,1.5,0.243,24.0,120.01,24.5,22.3,0.458,120.01,12:25:10.398
406,0.0,3.398,2.379,25.2,1.5,0.25,25.5,120.255,23.8,22.3,0.482,120.255,12:25:11.517
407,0.0,2.983,3.247,25.2,1.5,0.27,24.0,120.109,24.3,22.0,0.454,120.109,12:25:12.640
408,0.0,3.398,2.983,26.7,1.5,0.266,24.0,119.514,24.3,22.0,0.443,119.514,12:25:13.768
409,0.0,2.756,3.021,25.3,1.5,0.271,24.0,119.882,24.3,22.5,0.465,119.882,12:25:14.883
410,0.0,3.323,3.021,25.3,1.5,0.261,24.0,120.355,24.3,22.5,0.468,120.355,12:25:16.017
411,0.0,3.285,3.172,25.3,1.5,0.254,25.5,119.953,24.8,22.3,0.507,119.953,12:25:17.136
412,0.0,3.323,2.756,25.3,1.5,0.27,24.0,120.301,24.3,22.7,0.441,120.301,12:25:18.262
413,0.0,2.417,2.983,25.3,1.5,0.259,24.0,119.951,24.5,22.0,0.443,119.951,12:25:19.394
414,0.0,2.605,2.832,26.7,1.5,0.266,24.1,120.228,25.0,22.3,0.486,120.228,12:25:20.532
415,0.0,2.19,3.549,26.7,1.5,0.25,24.0,120.151,24.3,22.9,0.469,120.151,12:25:21.667
416,0.0,2.756,3.436,26.7,1.5,0.266,24.0,121.563,24.8,21.8,0.455,121.563,12:25:22.804
417,0.0,2.794,3.398,26.7,1.5,0.245,24.1,120.492,24.3,22.5,0.491,120.492,12:25:23.945
418,0.0,3.738,2.832,25.2,1.5,0.288,24.1,119.462,24.5,22.9,0.468,119.462,12:25:25.066
419,0.0,3.323,3.285,25.3,1.5,0.245,25.5,119.952,24.5,22.0,0.469,119.952,12:25:26.186
420,0.0,3.474,3.549,25.3,1.5,0.286,24.1,120.869,24.3,22.7,0.458,120.869,12:25:27.309
421,0.0,2.417,3.436,26.7,1.5,0.278,24.1,120.173,24.3,22.0,0.415,120.173,12:25:28.428
422,0.0,3.398,2.945,26.7,1.5,0.275,24.1,119.534,24.3,21.8,0.483,119.534,12:25:29.550
423,0.0,3.247,3.247,25.3,1.5,0.248,24.1,119.722,24.3,22.3,0.453,119.722,12:25:30.673
424,0.0,4.04,3.059,25.3,1.5,0.24,25.6,120.024,24.3,22.9,0.503,120.024,12:25:31.798
425,0.0,2.53,3.436,25.3,1.5,0.256,24.1,119.504,24.5,22.0,0.474,119.504,12:25:32.921
426,0.0,3.134,4.191,25.3,1.5,0.247,24.1,119.884,24.8,22.0,0.436,119.884,12:25:34.043
427,0.0,2.152,3.474,26.7,1.5,0.245,24.1,120.432,24.3,22.3,0.468,120.432,12:25:35.166
428,0.0,2.756,3.549,25.3,1.5,0.222,24.1,119.816,25.0,21.6,0.518,119.816,12:25:36.289
429,0.0,2.794,3.361,25.3,1.5,0.247,24.1,119.753,24.5,22.5,0.503,119.753,12:25:37.418
430,0.0,2.983,3.021,25.3,1.5,0.264,24.1,120.582,24.5,21.3,0.47,120.582,12:25:38.540
431,0.0,3.21,4.078,26.7,1.5,0.248,24.1,120.52,24.8,22.3,0.47,120.52,12:25:39.660
432,0.0,3.21,4.305,26.7,1.5,0.261,24.1,120.094,24.5,22.3,0.498,120.094,12:25:40.800
433,0.0,2.303,3.436,26.7,1.5,0.233,24.1,119.937,25.0,22.7,0.46,119.937,12:25:41.924
434,0.0,3.398,2.794,25.3,1.5,0.228,24.1,119.711,24.5,22.3,0.486,119.711,12:25:43.048
435,0.0,3.059,4.493,25.3,1.5,0.238,25.6,121.501,25.0,22.3,0.511,121.501,12:25:44.174
436,0.0,4.305,3.398,25.3,1.5,0.291,24.1,118.867,24.5,21.8,0.45,118.867,12:25:45.298
437,0.0,3.059,3.096,25.3,1.5,0.26,24.1,119.581,24.3,22.9,0.421,119.581,12:25:46.432
438,0.0,3.663,3.361,26.7,1.5,0.209,24.1,119.777,24.3,21.8,0.458,119.777,12:25:47.557
439,0.0,3.474,3.059,26.7,1.5,0.275,24.1,119.583,25.0,22.0,0.438,119.583,12:25:48.692
440,0.0,3.134,2.983,26.7,1.5,0.265,24.1,120.108,25.0,22.9,0.468,120.108,12:25:49.831
441,0.0,2.945,3.361,26.7,1.5,0.255,24.1,119.799,24.8,22.5,0.453,119.799,12:25:50.973
442,0.0,3.21,3.663,26.7,1.5,0.233,24.1,120.034,24.5,22.7,0.497,120.034,12:25:52.105
443,0.0,2.983,3.474,25.3,1.5,0.291,24.1,120.424,25.0,22.7,0.43,120.424,12:25:53.226
444,0.0,2.001,3.549,25.3,1.5,0.254,24.1,120.274,25.0,22.3,0.454,120.274,12:25:54.352
445,0.0,3.814,3.927,25.3,1.5,0.243,25.6,119.169,25.0,22.5,0.448,119.169,12:25:55.476
446,0.0,3.625,3.361,25.3,1.5,0.264,24.1,120.049,24.8,22.5,0.455,120.049,12:25:56.614
447,0.0,3.625,3.927,25.3,1.5,0.294,24.1,120.169,25.2,22.3,0.4,120.169,12:25:57.754
448,0.0,2.794,3.625,26.8,1.5,0.264,24.1,119.919,24.8,22.3,0.439,119.919,12:25:58.876
449,0.0,2.87,2.719,26.7,1.5,0.25,24.1,120.733,25.0,22.7,0.493,120.733,12:25:59.993
450,0.0,3.134,3.663,25.3,1.5,0.276,24.1,119.99,25.0,22.9,0.488,119.99,12:26:01.128
451,0.0,2.945,3.096,25.3,1.5,0.261,25.6,120.709,25.0,22.7,0.501,120.709,12:26:02.246
452,0.0,3.587,4.38,25.3,1.5,0.284,24.1,120.438,25.0,22.5,0.446,120.438,12:26:03.369
453,0.0,3.7,3.059,26.7,1.5,0.295,24.1,119.006,25.2,22.9,0.487,119.006,12:26:04.484
454,0.0,2.719,3.814,25.3,1.5,0.261,24.1,120.071,25.0,22.9,0.458,120.071,12:26:05.610
455,0.0,3.021,3.21,25.3,1.5,0.188,24.1,119.972,24.3,22.3,0.433,119.972,12:26:06.743
456,0.0,2.379,3.625,25.3,1.5,0.265,25.6,119.973,24.5,22.7,0.459,119.973,12:26:07.860
457,0.0,2.945,2.756,25.3,1.5,0.245,25.6,120.402,25.0,22.3,0.438,120.402,12:26:08.997
458,0.0,2.945,2.53,25.3,1.5,0.214,25.6,120.02,24.5,22.5,0.448,120.02,12:26:10.134
459,0.0,4.229,3.625,25.3,1.5,0.269,24.1,120.498,24.8,22.9,0.465,120.498,12:26:11.256
460,0.0,2.492,2.87,25.3,1.5,0.264,24.1,119.934,24.8,22.3,0.477,119.934,12:26:12.394
461,0.0,2.756,2.643,25.3,1.5,0.254,24.2,122.027,25.0,22.3,0.477,122.027,12:26:13.532
462,0.0,2.53,3.134,26.8,1.5,0.27,24.2,120.063,24.5,22.7,0.405,120.063,12:26:14.670
463,0.0,2.719,3.134,26.8,1.5,0.256,24.2,120.318,24.5,22.5,0.469,120.318,12:26:15.796
464,0.0,3.096,2.945,25.3,1.5,0.28,25.6,119.914,25.0,22.0,0.476,119.914,12:26:16.959
465,0.0,3.474,2.794,26.8,1.5,0.321,24.2,120.161,25.0,22.3,0.393,120.161,12:26:18.076
466,0.0,3.889,2.832,25.3,1.5,0.247,24.2,119.428,25.4,22.9,0.448,119.428,12:26:19.198
467,0.0,3.549,3.021,25.3,1.5,0.245,24.2,119.071,24.8,22.9,0.472,119.071,12:26:20.338
468,0.0,3.059,2.832,25.3,1.5,0.26,24.2,119.327,24.8,23.2,0.463,119.327,12:26:21.466
469,0.0,2.983,3.814,25.3,1.5,0.247,24.2,120.295,25.4,22.9,0.464,120.295,12:26:22.586
